prd_cd,prd_nm,axis,needed,verdict,authority_expected,live_observed,domain_basis,repro_sql,cell_source,confidence,money_impact
PRD_000260,레더 원형 필통,사이즈코드,N,N/A,단일사이즈(옵션 없음·needed N),sizes 0행,치수 1종·variant 없음,SELECT siz_cd FROM t_prd_product_sizes WHERE prd_cd='PRD_000260' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000260,레더 원형 필통,도수,Y,MISSING,상품(옵션) 단/양면·편집기 경로 보유(needed Y),print_options 0행(전건 미적재),완제 BOM 인쇄면 variant 必. opt_cd/print_side 미충전,SELECT * FROM t_prd_product_print_options WHERE prd_cd='PRD_000260' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000260,레더 원형 필통,인쇄옵션,N,N/A,가공(고주파/승화/UV) 없음(needed N),processes 0행,표면처리 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000260' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000260,레더 원형 필통,판형,N,EXTRA,출력용지규격(I열) empty=전지 없음(needed N),plate_sizes 적재(작업/재단 siz_cd·output_paper_typ_cd=NULL),굿즈=완제 블랭크·전지 출력 없음. 작업사이즈가 판형테이블에 오적재(round-22 잔재),SELECT prd_cd·siz_cd·output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000260' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000260,레더 원형 필통,자재,Y,MISMATCH,본체 소재(레더/캔버스/메쉬/타이벡/PVC 등) 1종,materials 다행(사이즈등급 S/M/L·면 단/양면·구수 2~4구·색을 USAGE.07로 혼입),자재축 오염: 옵션값(사이즈/면/묶음/색)이 본체소재로 오적재([[dbmap-material-option-normalization]]),SELECT mat_cd·usage_cd FROM t_prd_product_materials WHERE prd_cd='PRD_000260' AND del_yn='N' ORDER BY disp_seq;,goods-pouch-l1+live,high,no
PRD_000260,레더 원형 필통,공정,N,N/A,가공 없음(needed N),processes 0행,가공 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000260' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000260,레더 원형 필통,묶음수,N,N/A,N구/팩 옵션 없음(needed N),bundle_qtys 0행,개수 단위 미보유,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000260' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000260,레더 원형 필통,페이지룰,N,N/A,굿즈=내지페이지 없음(needed N),page_rules 0행,완제·비책자,SELECT * FROM t_prd_product_page_rules WHERE prd_cd='PRD_000260';,goods-pouch-l1+live,high,no
PRD_000261,캔버스 플랫 필통,사이즈코드,N,N/A,단일사이즈(옵션 없음·needed N),sizes 0행,치수 1종·variant 없음,SELECT siz_cd FROM t_prd_product_sizes WHERE prd_cd='PRD_000261' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000261,캔버스 플랫 필통,도수,Y,MISSING,상품(옵션) 단/양면·편집기 경로 보유(needed Y),print_options 0행(전건 미적재),완제 BOM 인쇄면 variant 必. opt_cd/print_side 미충전,SELECT * FROM t_prd_product_print_options WHERE prd_cd='PRD_000261' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000261,캔버스 플랫 필통,인쇄옵션,Y,MATCH,가공(라벨부착) 보유(needed Y),processes 1행(부착),가공=인쇄옵션축(굿즈 표면처리),SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000261' AND del_yn='N';,goods-pouch-l1+live,medium,no
PRD_000261,캔버스 플랫 필통,판형,N,EXTRA,출력용지규격(I열) empty=전지 없음(needed N),plate_sizes 적재(작업/재단 siz_cd·output_paper_typ_cd=NULL),굿즈=완제 블랭크·전지 출력 없음. 작업사이즈가 판형테이블에 오적재(round-22 잔재),SELECT prd_cd·siz_cd·output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000261' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000261,캔버스 플랫 필통,자재,Y,MISMATCH,본체 소재(레더/캔버스/메쉬/타이벡/PVC 등) 1종,materials 다행(사이즈등급 S/M/L·면 단/양면·구수 2~4구·색을 USAGE.07로 혼입),자재축 오염: 옵션값(사이즈/면/묶음/색)이 본체소재로 오적재([[dbmap-material-option-normalization]]),SELECT mat_cd·usage_cd FROM t_prd_product_materials WHERE prd_cd='PRD_000261' AND del_yn='N' ORDER BY disp_seq;,goods-pouch-l1+live,high,no
PRD_000261,캔버스 플랫 필통,공정,Y,MATCH,가공(라벨부착/부착) 보유(needed Y),processes 1행(PROC_000081 부착),캔버스 라벨부착 공정,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000261' AND del_yn='N';,goods-pouch-l1+live,medium,no
PRD_000261,캔버스 플랫 필통,묶음수,N,N/A,N구/팩 옵션 없음(needed N),bundle_qtys 0행,개수 단위 미보유,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000261' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000261,캔버스 플랫 필통,페이지룰,N,N/A,굿즈=내지페이지 없음(needed N),page_rules 0행,완제·비책자,SELECT * FROM t_prd_product_page_rules WHERE prd_cd='PRD_000261';,goods-pouch-l1+live,high,no
PRD_000262,캔버스 삼각 필통,사이즈코드,N,N/A,단일사이즈(옵션 없음·needed N),sizes 0행,치수 1종·variant 없음,SELECT siz_cd FROM t_prd_product_sizes WHERE prd_cd='PRD_000262' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000262,캔버스 삼각 필통,도수,Y,MISSING,상품(옵션) 단/양면·편집기 경로 보유(needed Y),print_options 0행(전건 미적재),완제 BOM 인쇄면 variant 必. opt_cd/print_side 미충전,SELECT * FROM t_prd_product_print_options WHERE prd_cd='PRD_000262' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000262,캔버스 삼각 필통,인쇄옵션,Y,MATCH,가공(라벨부착) 보유(needed Y),processes 1행(부착),가공=인쇄옵션축(굿즈 표면처리),SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000262' AND del_yn='N';,goods-pouch-l1+live,medium,no
PRD_000262,캔버스 삼각 필통,판형,N,EXTRA,출력용지규격(I열) empty=전지 없음(needed N),plate_sizes 적재(작업/재단 siz_cd·output_paper_typ_cd=NULL),굿즈=완제 블랭크·전지 출력 없음. 작업사이즈가 판형테이블에 오적재(round-22 잔재),SELECT prd_cd·siz_cd·output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000262' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000262,캔버스 삼각 필통,자재,Y,MISMATCH,본체 소재(레더/캔버스/메쉬/타이벡/PVC 등) 1종,materials 다행(사이즈등급 S/M/L·면 단/양면·구수 2~4구·색을 USAGE.07로 혼입),자재축 오염: 옵션값(사이즈/면/묶음/색)이 본체소재로 오적재([[dbmap-material-option-normalization]]),SELECT mat_cd·usage_cd FROM t_prd_product_materials WHERE prd_cd='PRD_000262' AND del_yn='N' ORDER BY disp_seq;,goods-pouch-l1+live,high,no
PRD_000262,캔버스 삼각 필통,공정,Y,MATCH,가공(라벨부착/부착) 보유(needed Y),processes 1행(PROC_000081 부착),캔버스 라벨부착 공정,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000262' AND del_yn='N';,goods-pouch-l1+live,medium,no
PRD_000262,캔버스 삼각 필통,묶음수,N,N/A,N구/팩 옵션 없음(needed N),bundle_qtys 0행,개수 단위 미보유,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000262' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000262,캔버스 삼각 필통,페이지룰,N,N/A,굿즈=내지페이지 없음(needed N),page_rules 0행,완제·비책자,SELECT * FROM t_prd_product_page_rules WHERE prd_cd='PRD_000262';,goods-pouch-l1+live,high,no
PRD_000263,레더토트백,사이즈코드,N,N/A,단일사이즈(옵션 없음·needed N),sizes 0행,치수 1종·variant 없음,SELECT siz_cd FROM t_prd_product_sizes WHERE prd_cd='PRD_000263' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000263,레더토트백,도수,Y,MISSING,상품(옵션) 단/양면·편집기 경로 보유(needed Y),print_options 0행(전건 미적재),완제 BOM 인쇄면 variant 必. opt_cd/print_side 미충전,SELECT * FROM t_prd_product_print_options WHERE prd_cd='PRD_000263' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000263,레더토트백,인쇄옵션,N,N/A,가공(고주파/승화/UV) 없음(needed N),processes 0행,표면처리 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000263' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000263,레더토트백,판형,N,EXTRA,출력용지규격(I열) empty=전지 없음(needed N),plate_sizes 적재(작업/재단 siz_cd·output_paper_typ_cd=NULL),굿즈=완제 블랭크·전지 출력 없음. 작업사이즈가 판형테이블에 오적재(round-22 잔재),SELECT prd_cd·siz_cd·output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000263' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000263,레더토트백,자재,Y,MISMATCH,본체 소재(레더/캔버스/메쉬/타이벡/PVC 등) 1종,materials 다행(사이즈등급 S/M/L·면 단/양면·구수 2~4구·색을 USAGE.07로 혼입),자재축 오염: 옵션값(사이즈/면/묶음/색)이 본체소재로 오적재([[dbmap-material-option-normalization]]),SELECT mat_cd·usage_cd FROM t_prd_product_materials WHERE prd_cd='PRD_000263' AND del_yn='N' ORDER BY disp_seq;,goods-pouch-l1+live,high,no
PRD_000263,레더토트백,공정,N,N/A,가공 없음(needed N),processes 0행,가공 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000263' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000263,레더토트백,묶음수,N,N/A,N구/팩 옵션 없음(needed N),bundle_qtys 0행,개수 단위 미보유,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000263' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000263,레더토트백,페이지룰,N,N/A,굿즈=내지페이지 없음(needed N),page_rules 0행,완제·비책자,SELECT * FROM t_prd_product_page_rules WHERE prd_cd='PRD_000263';,goods-pouch-l1+live,high,no
PRD_000264,레더숄더백,사이즈코드,Y,MISSING,옵션 사이즈등급/기종 보유(needed Y),sizes 0행(variant 사이즈 미적재·일부는 plate_sizes에 오적재),variant 등급 siz 환원 불가(평탄화 위험·plate에 잘못 들어감),SELECT siz_cd FROM t_prd_product_sizes WHERE prd_cd='PRD_000264' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000264,레더숄더백,도수,Y,MISSING,상품(옵션) 단/양면·편집기 경로 보유(needed Y),print_options 0행(전건 미적재),완제 BOM 인쇄면 variant 必. opt_cd/print_side 미충전,SELECT * FROM t_prd_product_print_options WHERE prd_cd='PRD_000264' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000264,레더숄더백,인쇄옵션,N,N/A,가공(고주파/승화/UV) 없음(needed N),processes 0행,표면처리 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000264' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000264,레더숄더백,판형,N,EXTRA,출력용지규격(I열) empty=전지 없음(needed N),plate_sizes 적재(작업/재단 siz_cd·output_paper_typ_cd=NULL),굿즈=완제 블랭크·전지 출력 없음. 작업사이즈가 판형테이블에 오적재(round-22 잔재),SELECT prd_cd·siz_cd·output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000264' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000264,레더숄더백,자재,Y,MISMATCH,본체 소재(레더/캔버스/메쉬/타이벡/PVC 등) 1종,materials 다행(사이즈등급 S/M/L·면 단/양면·구수 2~4구·색을 USAGE.07로 혼입),자재축 오염: 옵션값(사이즈/면/묶음/색)이 본체소재로 오적재([[dbmap-material-option-normalization]]),SELECT mat_cd·usage_cd FROM t_prd_product_materials WHERE prd_cd='PRD_000264' AND del_yn='N' ORDER BY disp_seq;,goods-pouch-l1+live,high,no
PRD_000264,레더숄더백,공정,N,N/A,가공 없음(needed N),processes 0행,가공 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000264' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000264,레더숄더백,묶음수,Y,MISSING,N구/팩(키캡 2~4구·자석북마크 2개1팩 등) 보유(needed Y),bundle_qtys 0행,개수 단위 미적재(GAP-COUNT·일부 구수가 materials에 오적재),SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000264' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000264,레더숄더백,페이지룰,N,N/A,굿즈=내지페이지 없음(needed N),page_rules 0행,완제·비책자,SELECT * FROM t_prd_product_page_rules WHERE prd_cd='PRD_000264';,goods-pouch-l1+live,high,no
PRD_000265,린넨 미니에코백,사이즈코드,N,N/A,단일사이즈(옵션 없음·needed N),sizes 0행,치수 1종·variant 없음,SELECT siz_cd FROM t_prd_product_sizes WHERE prd_cd='PRD_000265' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000265,린넨 미니에코백,도수,Y,MISSING,상품(옵션) 단/양면·편집기 경로 보유(needed Y),print_options 0행(전건 미적재),완제 BOM 인쇄면 variant 必. opt_cd/print_side 미충전,SELECT * FROM t_prd_product_print_options WHERE prd_cd='PRD_000265' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000265,린넨 미니에코백,인쇄옵션,N,N/A,가공(고주파/승화/UV) 없음(needed N),processes 0행,표면처리 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000265' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000265,린넨 미니에코백,판형,N,EXTRA,출력용지규격(I열) empty=전지 없음(needed N),plate_sizes 적재(작업/재단 siz_cd·output_paper_typ_cd=NULL),굿즈=완제 블랭크·전지 출력 없음. 작업사이즈가 판형테이블에 오적재(round-22 잔재),SELECT prd_cd·siz_cd·output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000265' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000265,린넨 미니에코백,자재,Y,MISMATCH,본체 소재(레더/캔버스/메쉬/타이벡/PVC 등) 1종,materials 다행(사이즈등급 S/M/L·면 단/양면·구수 2~4구·색을 USAGE.07로 혼입),자재축 오염: 옵션값(사이즈/면/묶음/색)이 본체소재로 오적재([[dbmap-material-option-normalization]]),SELECT mat_cd·usage_cd FROM t_prd_product_materials WHERE prd_cd='PRD_000265' AND del_yn='N' ORDER BY disp_seq;,goods-pouch-l1+live,high,no
PRD_000265,린넨 미니에코백,공정,N,N/A,가공 없음(needed N),processes 0행,가공 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000265' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000265,린넨 미니에코백,묶음수,N,N/A,N구/팩 옵션 없음(needed N),bundle_qtys 0행,개수 단위 미보유,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000265' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000265,린넨 미니에코백,페이지룰,N,N/A,굿즈=내지페이지 없음(needed N),page_rules 0행,완제·비책자,SELECT * FROM t_prd_product_page_rules WHERE prd_cd='PRD_000265';,goods-pouch-l1+live,high,no
PRD_000266,린넨 토트백,사이즈코드,N,N/A,단일사이즈(옵션 없음·needed N),sizes 0행,치수 1종·variant 없음,SELECT siz_cd FROM t_prd_product_sizes WHERE prd_cd='PRD_000266' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000266,린넨 토트백,도수,Y,MISSING,상품(옵션) 단/양면·편집기 경로 보유(needed Y),print_options 0행(전건 미적재),완제 BOM 인쇄면 variant 必. opt_cd/print_side 미충전,SELECT * FROM t_prd_product_print_options WHERE prd_cd='PRD_000266' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000266,린넨 토트백,인쇄옵션,N,N/A,가공(고주파/승화/UV) 없음(needed N),processes 0행,표면처리 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000266' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000266,린넨 토트백,판형,N,EXTRA,출력용지규격(I열) empty=전지 없음(needed N),plate_sizes 적재(작업/재단 siz_cd·output_paper_typ_cd=NULL),굿즈=완제 블랭크·전지 출력 없음. 작업사이즈가 판형테이블에 오적재(round-22 잔재),SELECT prd_cd·siz_cd·output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000266' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000266,린넨 토트백,자재,Y,MISMATCH,본체 소재(레더/캔버스/메쉬/타이벡/PVC 등) 1종,materials 다행(사이즈등급 S/M/L·면 단/양면·구수 2~4구·색을 USAGE.07로 혼입),자재축 오염: 옵션값(사이즈/면/묶음/색)이 본체소재로 오적재([[dbmap-material-option-normalization]]),SELECT mat_cd·usage_cd FROM t_prd_product_materials WHERE prd_cd='PRD_000266' AND del_yn='N' ORDER BY disp_seq;,goods-pouch-l1+live,high,no
PRD_000266,린넨 토트백,공정,N,N/A,가공 없음(needed N),processes 0행,가공 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000266' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000266,린넨 토트백,묶음수,N,N/A,N구/팩 옵션 없음(needed N),bundle_qtys 0행,개수 단위 미보유,SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000266' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000266,린넨 토트백,페이지룰,N,N/A,굿즈=내지페이지 없음(needed N),page_rules 0행,완제·비책자,SELECT * FROM t_prd_product_page_rules WHERE prd_cd='PRD_000266';,goods-pouch-l1+live,high,no
PRD_000267,린넨 에코백,사이즈코드,Y,MISSING,옵션 사이즈등급/기종 보유(needed Y),sizes 0행(variant 사이즈 미적재·일부는 plate_sizes에 오적재),variant 등급 siz 환원 불가(평탄화 위험·plate에 잘못 들어감),SELECT siz_cd FROM t_prd_product_sizes WHERE prd_cd='PRD_000267' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000267,린넨 에코백,도수,Y,MISSING,상품(옵션) 단/양면·편집기 경로 보유(needed Y),print_options 0행(전건 미적재),완제 BOM 인쇄면 variant 必. opt_cd/print_side 미충전,SELECT * FROM t_prd_product_print_options WHERE prd_cd='PRD_000267' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000267,린넨 에코백,인쇄옵션,N,N/A,가공(고주파/승화/UV) 없음(needed N),processes 0행,표면처리 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000267' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000267,린넨 에코백,판형,N,EXTRA,출력용지규격(I열) empty=전지 없음(needed N),plate_sizes 적재(작업/재단 siz_cd·output_paper_typ_cd=NULL),굿즈=완제 블랭크·전지 출력 없음. 작업사이즈가 판형테이블에 오적재(round-22 잔재),SELECT prd_cd·siz_cd·output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000267' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000267,린넨 에코백,자재,Y,MISMATCH,본체 소재(레더/캔버스/메쉬/타이벡/PVC 등) 1종,materials 다행(사이즈등급 S/M/L·면 단/양면·구수 2~4구·색을 USAGE.07로 혼입),자재축 오염: 옵션값(사이즈/면/묶음/색)이 본체소재로 오적재([[dbmap-material-option-normalization]]),SELECT mat_cd·usage_cd FROM t_prd_product_materials WHERE prd_cd='PRD_000267' AND del_yn='N' ORDER BY disp_seq;,goods-pouch-l1+live,high,no
PRD_000267,린넨 에코백,공정,N,N/A,가공 없음(needed N),processes 0행,가공 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000267' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000267,린넨 에코백,묶음수,Y,MISSING,N구/팩(키캡 2~4구·자석북마크 2개1팩 등) 보유(needed Y),bundle_qtys 0행,개수 단위 미적재(GAP-COUNT·일부 구수가 materials에 오적재),SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000267' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000267,린넨 에코백,페이지룰,N,N/A,굿즈=내지페이지 없음(needed N),page_rules 0행,완제·비책자,SELECT * FROM t_prd_product_page_rules WHERE prd_cd='PRD_000267';,goods-pouch-l1+live,high,no
PRD_000268,캔버스심플백,사이즈코드,Y,MISSING,옵션 사이즈등급/기종 보유(needed Y),sizes 0행(variant 사이즈 미적재·일부는 plate_sizes에 오적재),variant 등급 siz 환원 불가(평탄화 위험·plate에 잘못 들어감),SELECT siz_cd FROM t_prd_product_sizes WHERE prd_cd='PRD_000268' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000268,캔버스심플백,도수,Y,MISSING,상품(옵션) 단/양면·편집기 경로 보유(needed Y),print_options 0행(전건 미적재),완제 BOM 인쇄면 variant 必. opt_cd/print_side 미충전,SELECT * FROM t_prd_product_print_options WHERE prd_cd='PRD_000268' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000268,캔버스심플백,인쇄옵션,Y,MATCH,가공(라벨부착) 보유(needed Y),processes 1행(부착),가공=인쇄옵션축(굿즈 표면처리),SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000268' AND del_yn='N';,goods-pouch-l1+live,medium,no
PRD_000268,캔버스심플백,판형,N,EXTRA,출력용지규격(I열) empty=전지 없음(needed N),plate_sizes 적재(작업/재단 siz_cd·output_paper_typ_cd=NULL),굿즈=완제 블랭크·전지 출력 없음. 작업사이즈가 판형테이블에 오적재(round-22 잔재),SELECT prd_cd·siz_cd·output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000268' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000268,캔버스심플백,자재,Y,MISMATCH,본체 소재(레더/캔버스/메쉬/타이벡/PVC 등) 1종,materials 다행(사이즈등급 S/M/L·면 단/양면·구수 2~4구·색을 USAGE.07로 혼입),자재축 오염: 옵션값(사이즈/면/묶음/색)이 본체소재로 오적재([[dbmap-material-option-normalization]]),SELECT mat_cd·usage_cd FROM t_prd_product_materials WHERE prd_cd='PRD_000268' AND del_yn='N' ORDER BY disp_seq;,goods-pouch-l1+live,high,no
PRD_000268,캔버스심플백,공정,Y,MATCH,가공(라벨부착/부착) 보유(needed Y),processes 1행(PROC_000081 부착),캔버스 라벨부착 공정,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000268' AND del_yn='N';,goods-pouch-l1+live,medium,no
PRD_000268,캔버스심플백,묶음수,Y,MISSING,N구/팩(키캡 2~4구·자석북마크 2개1팩 등) 보유(needed Y),bundle_qtys 0행,개수 단위 미적재(GAP-COUNT·일부 구수가 materials에 오적재),SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000268' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000268,캔버스심플백,페이지룰,N,N/A,굿즈=내지페이지 없음(needed N),page_rules 0행,완제·비책자,SELECT * FROM t_prd_product_page_rules WHERE prd_cd='PRD_000268';,goods-pouch-l1+live,high,no
PRD_000269,캔버스 포켓심플백,사이즈코드,Y,MISSING,옵션 사이즈등급/기종 보유(needed Y),sizes 0행(variant 사이즈 미적재·일부는 plate_sizes에 오적재),variant 등급 siz 환원 불가(평탄화 위험·plate에 잘못 들어감),SELECT siz_cd FROM t_prd_product_sizes WHERE prd_cd='PRD_000269' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000269,캔버스 포켓심플백,도수,Y,MISSING,상품(옵션) 단/양면·편집기 경로 보유(needed Y),print_options 0행(전건 미적재),완제 BOM 인쇄면 variant 必. opt_cd/print_side 미충전,SELECT * FROM t_prd_product_print_options WHERE prd_cd='PRD_000269' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000269,캔버스 포켓심플백,인쇄옵션,N,N/A,가공(고주파/승화/UV) 없음(needed N),processes 0행,표면처리 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000269' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000269,캔버스 포켓심플백,판형,N,EXTRA,출력용지규격(I열) empty=전지 없음(needed N),plate_sizes 적재(작업/재단 siz_cd·output_paper_typ_cd=NULL),굿즈=완제 블랭크·전지 출력 없음. 작업사이즈가 판형테이블에 오적재(round-22 잔재),SELECT prd_cd·siz_cd·output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000269' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000269,캔버스 포켓심플백,자재,Y,MISMATCH,본체 소재(레더/캔버스/메쉬/타이벡/PVC 등) 1종,materials 다행(사이즈등급 S/M/L·면 단/양면·구수 2~4구·색을 USAGE.07로 혼입),자재축 오염: 옵션값(사이즈/면/묶음/색)이 본체소재로 오적재([[dbmap-material-option-normalization]]),SELECT mat_cd·usage_cd FROM t_prd_product_materials WHERE prd_cd='PRD_000269' AND del_yn='N' ORDER BY disp_seq;,goods-pouch-l1+live,high,no
PRD_000269,캔버스 포켓심플백,공정,N,N/A,가공 없음(needed N),processes 0행,가공 미보유,SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000269' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000269,캔버스 포켓심플백,묶음수,Y,MISSING,N구/팩(키캡 2~4구·자석북마크 2개1팩 등) 보유(needed Y),bundle_qtys 0행,개수 단위 미적재(GAP-COUNT·일부 구수가 materials에 오적재),SELECT bdl_qty FROM t_prd_product_bundle_qtys WHERE prd_cd='PRD_000269' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000269,캔버스 포켓심플백,페이지룰,N,N/A,굿즈=내지페이지 없음(needed N),page_rules 0행,완제·비책자,SELECT * FROM t_prd_product_page_rules WHERE prd_cd='PRD_000269';,goods-pouch-l1+live,high,no
PRD_000270,캔버스에코백,사이즈코드,Y,MISSING,옵션 사이즈등급/기종 보유(needed Y),sizes 0행(variant 사이즈 미적재·일부는 plate_sizes에 오적재),variant 등급 siz 환원 불가(평탄화 위험·plate에 잘못 들어감),SELECT siz_cd FROM t_prd_product_sizes WHERE prd_cd='PRD_000270' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000270,캔버스에코백,도수,Y,MISSING,상품(옵션) 단/양면·편집기 경로 보유(needed Y),print_options 0행(전건 미적재),완제 BOM 인쇄면 variant 必. opt_cd/print_side 미충전,SELECT * FROM t_prd_product_print_options WHERE prd_cd='PRD_000270' AND del_yn='N';,goods-pouch-l1+live,high,no
PRD_000270,캔버스에코백,인쇄옵션,Y,MATCH,가공(라벨부착) 보유(needed Y),processes 1행(부착),가공=인쇄옵션축(굿즈 표면처리),SELECT proc_cd FROM t_prd_product_processes WHERE prd_cd='PRD_000270' AND del_yn='N';,goods-pouch-l1+live,medium,no
PRD_000270,캔버스에코백,판형,N,EXTRA,출력용지규격(I열) empty=전지 없음(needed N),plate_sizes 적재(작업/재단 siz_cd·output_paper_typ_cd=NULL),굿즈=완제 블랭크·전지 출력 없음. 작업사이즈가 판형테이블에 오적재(round-22 잔재),SELECT prd_cd·siz_cd·output_paper_typ_cd FROM t_prd_product_plate_sizes WHERE prd_cd='PRD_000270' AND del_yn='N';,goods-pouch-l1+live,high,no
