row_id,track,step,title,status,owner_now,remaining,verdict,owner_proposed,judged_by,basis,note,evidence
STD-MFG-010,T4,C5,상품↔MES 품목코드(MES_ITEM_CD) 매핑 일괄 적재,부분,최숙진,Y,재배정,서희항,evidence-path,order-to-mes-process.md §11 2단계 · 라이브 실측 260902 15/269 || P1판정(260902): 입력·중복검증 UI 는 상품 편집 화면에 실재 · 라이브 실측 260902 269개 중,그 일이 사는 곳=webadmin,order-to-mes-process.md §11 2단계 · 라이브 실측 260902 15/269 || P1판정(260902): 입력·중복검증 UI 는 상품 편집 화면에 실재 · 라이브 실측 260902 269개 중 15개만 채움 · §11 2단계 미체크
STD-MFG-011,T4,C5,MES 품목코드 중복 검증(부분 유니크·삭제상품 점유 명시),부분,서희항,Y,담당맞음,서희항,evidence-path,raw/webadmin/webadmin/catalog/admin.py:2710 clean_mes_item_cd || P1판정(260902): raw/webadmin/webadmin/catalog/admin.py:27,,raw/webadmin/webadmin/catalog/admin.py:2710 clean_mes_item_cd || P1판정(260902): raw/webadmin/webadmin/catalog/admin.py:2710 clean_mes_item_cd (부분 유니크 ux_t_prd_products_mes_item_cd)
STD-MFG-012,T4,C5,MES 품목코드 매핑 현황 목록 노출,미착수,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §11 2단계 「목록에는 빠져 있어 현황 파악이 어려움」 || P1판정(260902): §11 2단계 「목록에는 빠져 있어 현황 파악이 어려움」,,order-to-mes-process.md §11 2단계 「목록에는 빠져 있어 현황 파악이 어려움」 || P1판정(260902): §11 2단계 「목록에는 빠져 있어 현황 파악이 어려움」
STD-MFG-013,T4,C5,MES-1 주문 접수 전송(WCF·주문헤더+제작사양 전문+원고 목록+handoff_id),미착수,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §8.3 MES-1 || P1판정(260902): §11 2단계 미체크 · webadmin 전수 grep 'MES_SENT|mes_send|api_mes' 0건(260902,,order-to-mes-process.md §8.3 MES-1 || P1판정(260902): §11 2단계 미체크 · webadmin 전수 grep 'MES_SENT|mes_send|api_mes' 0건(260902)
STD-MFG-014,T4,C5,MES 중복 전송 방지 도장,미착수,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §11 2단계 || P1판정(260902): §11 2단계 「중복 전송 방지 도장」 미체크 · 코드 0건,,order-to-mes-process.md §11 2단계 || P1판정(260902): §11 2단계 「중복 전송 방지 도장」 미체크 · 코드 0건
STD-MFG-015,T4,C5,MES-2 주문 취소 통보(생산중지 요청),미착수,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §8.3 MES-2 || P1판정(260902): §8.3 MES-2 · 코드 0건,,order-to-mes-process.md §8.3 MES-2 || P1판정(260902): §8.3 MES-2 · 코드 0건
STD-MFG-016,T4,C5,MES-3 원고 교체 통보(회차 증가 시 새 키 전달),미착수,서희항,Y,담당맞음,서희항,evidence-path,[상위:STD-ART-028] order-to-mes-process.md §8.3 MES-3 || P1판정(260902): §8.3 MES-3 · 코드 0건,,[상위:STD-ART-028] order-to-mes-process.md §8.3 MES-3 || P1판정(260902): §8.3 MES-3 · 코드 0건
STD-MFG-017,T4,C5,MES-4 배송지·수령자 변경 통보(출고 전 한정),미착수,서희항,Y,담당맞음,서희항,evidence-path,[상위:STD-SHP-015] order-to-mes-process.md §8.3 MES-4 || P1판정(260902): §8.3 MES-4 · 코드 0건,,[상위:STD-SHP-015] order-to-mes-process.md §8.3 MES-4 || P1판정(260902): §8.3 MES-4 · 코드 0건
STD-MFG-018,T4,C5,MES-5 주문 조회 재동기화,미착수,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §8.3 MES-5 || P1판정(260902): §8.3 MES-5 · 코드 0건,,order-to-mes-process.md §8.3 MES-5 || P1판정(260902): §8.3 MES-5 · 코드 0건
STD-MFG-019,T4,C5,MES→우리 API 인증(VPC 사설 경로+API 키·인터넷 미개방),미착수,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §8.4 인증·경로 · aws-architecture-huni.pdf p.11 §6 || P1판정(260902): §11 2단계 「우리가 제공할 API 4종 정의서」 미작성,,order-to-mes-process.md §8.4 인증·경로 · aws-architecture-huni.pdf p.11 §6 || P1판정(260902): §11 2단계 「우리가 제공할 API 4종 정의서」 미작성 · 코드 0건
STD-MFG-020,T4,C5,주문 큐 비동기 처리(SQS 디커플·MES 다운 중에도 접수 지속),미착수,서희항,Y,담당맞음,서희항,rule-step,aws-architecture-huni.pdf p.7 §3.2 || P1판정(260902): aws-architecture-huni.pdf p.7 §3.2 설계만 · SQS 코드 0건,사는 시스템 미확인 — 단계 C5 기본 담당과 일치(약한 근거),aws-architecture-huni.pdf p.7 §3.2 || P1판정(260902): aws-architecture-huni.pdf p.7 §3.2 설계만 · SQS 코드 0건
STD-MFG-021,T4,C5,실패 재시도·DLQ·처리 실패 주문 관리자 화면,미착수,서희항,Y,담당맞음,서희항,evidence-path,[상위:STD-SYS-016] order-to-mes-process.md §9.4 · aws-architecture-huni.pdf p.7 §3.2 || P1판정(260902): §11 5단계 미체크 · DLQ 코드,,[상위:STD-SYS-016] order-to-mes-process.md §9.4 · aws-architecture-huni.pdf p.7 §3.2 || P1판정(260902): §11 5단계 미체크 · DLQ 코드 0건
STD-MFG-022,T4,C7,주문 상태머신(REGISTERED/PROMOTING/PROMOTED/HOLD/PAID/FILE_CHECK/FILE_HOLD/MES_SENT/IN_PRODUCTION/PRODUCED/SHIPPED/DONE/CANCELED),부분,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §6.2 · artwork_promote.py:49-52 || P1판정(260902): raw/webadmin/webadmin/catalog/artwork_promote.p,,order-to-mes-process.md §6.2 · artwork_promote.py:49-52 || P1판정(260902): raw/webadmin/webadmin/catalog/artwork_promote.py:49-52 (REGISTERED/PROMOTING/PROMOTED/HOLD 4종 실재) · models.py:1070 ord_sts · §11 2단계 「주문 상태머신」 미체크
STD-MFG-023,T4,C7,상태 단위=주문상품옵션(orderProductOptionNo)·주문 단위는 롤업,부분,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §6.3 || P1판정(260902): raw/webadmin/webadmin/catalog/models.py:1078 shop_line_no · :1093 unique_t,,"order-to-mes-process.md §6.3 || P1판정(260902): raw/webadmin/webadmin/catalog/models.py:1078 shop_line_no · :1093 unique_together(site_cd,shop_ord_no,shop_line_no)"
STD-MFG-024,T4,C7,3시스템 매핑 테이블(handoff_id·orderNo+orderProductOptionNo·MES 작업번호),부분,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §6.4 || P1판정(260902): raw/webadmin/webadmin/catalog/models.py:1043 TOrdOrders(handoff·shop_ord_n,,order-to-mes-process.md §6.4 || P1판정(260902): raw/webadmin/webadmin/catalog/models.py:1043 TOrdOrders(handoff·shop_ord_no·shop_line_no 보유)
STD-MFG-025,T4,C7,FR-1 MES 주문 상태 변경 통보 수신(접수완료/생산대기/생산중/생산완료),미착수,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §8.4 FR-1 || P1판정(260902): §8.4 FR-1 · 코드 0건,,order-to-mes-process.md §8.4 FR-1 || P1판정(260902): §8.4 FR-1 · 코드 0건
STD-MFG-026,T4,C7,접수완료 시 취소 잠금 원자적 전환(cancelable CAS),미착수,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §7.3 || P1판정(260902): §7.3 취소 경합 CAS · §11 2단계 미체크 · 코드 0건,,order-to-mes-process.md §7.3 || P1판정(260902): §7.3 취소 경합 CAS · §11 2단계 미체크 · 코드 0건
STD-MFG-027,T4,C7,TO-2 샵바이 상품준비중 전환(취소 창구 닫기),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t48:52 owner_side/system=webadmin,,order-to-mes-process.md §8.2 TO-2 PUT /orders/prepare-product || P1판정(260902): §8.2 TO-2 · §11 3단계 미체크 · 코드 0건
STD-MFG-028,T4,C7,FR-2 MES 송장번호 등록 수신,미착수,서희항,Y,담당맞음,서희항,evidence-path,[상위:STD-SHP-012] order-to-mes-process.md §8.4 FR-2 || P1판정(260902): §8.4 FR-2 · 코드 0건,,[상위:STD-SHP-012] order-to-mes-process.md §8.4 FR-2 || P1판정(260902): §8.4 FR-2 · 코드 0건
STD-MFG-029,T4,C7,TO-3 샵바이 배송처리(송장 등록·정정),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t48:53 owner_side/system=webadmin,,order-to-mes-process.md §8.2 TO-3 || P1판정(260902): §8.2 TO-3 · §11 3단계 미체크 · 코드 0건
STD-MFG-030,T4,C7,우리가 올린 상태변경 웹훅 메아리 필터(무한루프 방지),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t48:94 owner_side/system=webadmin,,order-to-mes-process.md §8.1 SB-2 분기표 || P1판정(260902): §8.1 SB-2 분기표 설계만 · 코드 0건
STD-MFG-031,T4,C7,FR-3 MES 발 주문 취소 요청 수신→샵바이 취소·환불(TO-4),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t48:66 owner_side/system=webadmin,,order-to-mes-process.md §8.4 FR-3 · §7.2 게이트③ || P1판정(260902): §8.4 FR-3 · §8.2 TO-4 · 코드 0건
STD-MFG-032,T4,C7,FR-5 취소요청 승인·거부 수신→샵바이 클레임 처리(TO-5),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t48:67 owner_side/system=webadmin,,[상위:STD-CLM-013] order-to-mes-process.md §8.4 FR-5 · §8.2 TO-5 || P1판정(260902): §8.4 FR-5 · §8.2 TO-5 · §11 5단계 미체크 · 코드 0건
STD-MFG-033,T4,C7,생산 시작 후 도착한 취소는 자동 처리하지 않고 담당자 에스컬레이션,미착수,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §7.3 원칙 2·3 || P1판정(260902): §7.3 원칙 2·3 설계만 · 코드 0건,,order-to-mes-process.md §7.3 원칙 2·3 || P1판정(260902): §7.3 원칙 2·3 설계만 · 코드 0건
STD-MFG-034,T4,C7,FR-7 주문 메모 기록→샵바이 업무 메시지 동기화(TO-6),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t48:54 owner_side/system=webadmin,,order-to-mes-process.md §8.4 FR-7 · §8.2 TO-6 || P1판정(260902): §8.4 FR-7 · §8.2 TO-6 · §11 5단계 미체크 · 코드 0건
STD-MFG-035,T4,C7,MES 화면 신규 버튼(취소·재업로드 요청·취소요청 승인거부)+사유 입력,미착수,외부(상대측 회신 대기),Y,미정,외부(상대측 회신 대기),evidence-path,[상위:STD-ADO-009] order-to-mes-process.md §8.4 「MES 쪽 화면 작업(신규)」 || P1판정(260902): §8.4 「MES 쪽 화면 작업(신규)」 — MES WinForms 신,사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,[상위:STD-ADO-009] order-to-mes-process.md §8.4 「MES 쪽 화면 작업(신규)」 || P1판정(260902): §8.4 「MES 쪽 화면 작업(신규)」 — MES WinForms 신규 개발
STD-MFG-036,T4,C4,원고 바이러스 온디맨드 명시 스캔,미착수,서희항,Y,담당맞음,서희항,evidence-path,raw/webadmin/docs/artwork-scan-integration.md 해법 || P1판정(260902): §11 4단계 「바이러스 검사 연결」 미체크 · artwork-scan-integration.md,,raw/webadmin/docs/artwork-scan-integration.md 해법 || P1판정(260902): §11 4단계 「바이러스 검사 연결」 미체크 · artwork-scan-integration.md 설계만
STD-MFG-037,T4,C4,바이러스 검사 3중 교차 판정(스캔결과·탐지기록·파일존재해시),미착수,서희항,Y,담당맞음,서희항,evidence-path,artwork-scan-integration.md ③ 결과 3가지 교차 확인 || P1판정(260902): artwork-scan-integration.md ③ 설계만 · 코드 0건,,artwork-scan-integration.md ③ 결과 3가지 교차 확인 || P1판정(260902): artwork-scan-integration.md ③ 설계만 · 코드 0건
STD-MFG-038,T4,C4,시그니처 신선도 확인·오래되면 보류,미착수,서희항,Y,담당맞음,서희항,evidence-path,artwork-scan-integration.md 시그니처 신선도 || P1판정(260902): artwork-scan-integration.md 시그니처 신선도 — 설계만,,artwork-scan-integration.md 시그니처 신선도 || P1판정(260902): artwork-scan-integration.md 시그니처 신선도 — 설계만
STD-MFG-039,T4,C4,스캔 실패·타임아웃은 통과가 아니라 보류(재시도 큐),미착수,서희항,Y,담당맞음,서희항,evidence-path,artwork-scan-integration.md ⚠ 주의 3 || P1판정(260902): artwork-scan-integration.md ⚠주의 3 — 설계만,,artwork-scan-integration.md ⚠ 주의 3 || P1판정(260902): artwork-scan-integration.md ⚠주의 3 — 설계만
STD-MFG-040,T4,C4,감염 파일 격리+담당자 알림+고객 재업로드 요청,미착수,서희항,Y,담당맞음,서희항,evidence-path,[상위:STD-ART-018] artwork-scan-integration.md n8n 배치 초안 || P1판정(260902): artwork-scan-integration.md n8n 배치 초안 — 설계만,,[상위:STD-ART-018] artwork-scan-integration.md n8n 배치 초안 || P1판정(260902): artwork-scan-integration.md n8n 배치 초안 — 설계만
STD-MFG-044,T4,C4,폰트 미포함 검사,미착수,서희항,Y,담당맞음,서희항,evidence-path,[구분:STD-ART-012] order-to-mes-process.md §5.2 A목록 || P1판정(260902): §5.2 A목록 · §11 4단계 미체크,,[구분:STD-ART-012] order-to-mes-process.md §5.2 A목록 || P1판정(260902): §5.2 A목록 · §11 4단계 미체크
STD-MFG-046,T4,C4,페이지 수와 주문 사양 대조,미착수,서희항,Y,담당맞음,서희항,evidence-path,order-to-mes-process.md §5.2 A목록 || P1판정(260902): §5.2 A목록 · §11 4단계 미체크,,order-to-mes-process.md §5.2 A목록 || P1판정(260902): §5.2 A목록 · §11 4단계 미체크
STD-MFG-048,T4,C4,파일 열림·손상·암호 걸림 검사,미착수,서희항,Y,provided,서희항,merged-owner_side,merged.csv t50:124 owner_side/system=pitstop,외부 제품 제공 기능(t51 work_type=provided) — 개발 일 아님. 연동·확인만 서희항,[상위:STD-ART-008] order-to-mes-process.md §5.2 A목록 || P1판정(260902): §5.2 A목록 · §11 4단계 미체크
STD-MFG-049,T4,C4,판정 3갈래 분기(자동 재업로드 요청·담당자 검수·담당자 발 요청),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,"merged.csv t50:135,t50:126 owner_side/system=pitstop",,[상위:STD-ART-017] order-to-mes-process.md §5.2 표 || P1판정(260902): §5.2 3갈래 표 — 설계만 · §11 4단계 미체크
STD-MFG-050,T4,C4,자동 발송 오류 목록 관리(좁게 유지·담당자와 확정),미착수,최숙진,Y,재배정,서희항,evidence-path,order-to-mes-process.md §5.2 · §12-6 || P1판정(260902): §5.2 · §12-6 「접수담당자와 최종 확정」 — 목록 확정이 먼저,그 일이 사는 곳=webadmin,order-to-mes-process.md §5.2 · §12-6 || P1판정(260902): §5.2 · §12-6 「접수담당자와 최종 확정」 — 목록 확정이 먼저
STD-MFG-051,T4,C4,FR-6 프리플라이트 재실행 요청 수신,미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t50:128 owner_side/system=webadmin,,order-to-mes-process.md §8.4 FR-6 || P1판정(260902): §8.4 FR-6 · 코드 0건
STD-MFG-052,T4,C4,검사 감사기록 보관(검사시각·엔진시그니처버전·판정·탐지명·파일해시·PitStop 리포트),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t50:127 owner_side/system=webadmin,,artwork-scan-integration.md 감사 기록으로 남길 것 || P1판정(260902): artwork-scan-integration.md 감사 기록 — 설계만 · 그릇 없음
STD-MFG-053,T4,C4,검사 없이 PitStop 투입 경로 차단(코드상 부재 보장),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t50:116 owner_side/system=webadmin,,artwork-scan-integration.md 작업 폴더 정책 || P1판정(260902): artwork-scan-integration.md 작업 폴더 정책 — 설계만
STD-MFG-054,T4,C4,FR-4 재업로드 요청 수신→서명 1회성 링크 발급(주문·항목·구성원 바인딩·7일),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t50:129 owner_side/system=webadmin,,[상위:STD-ART-018] order-to-mes-process.md §5.3 · §8.4 FR-4 || P1판정(260902): §5.3 · §8.4 FR-4 · §11 4단계 미체크
STD-MFG-055,T4,C4,재업로드 화면(위젯 업로드 컴포넌트 재사용·대상 파일 지정),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t50:130 owner_side/system=pitstop,,[상위:STD-ART-007] order-to-mes-process.md §5.3 || P1판정(260902): §5.3 재업로드 화면 · §11 4단계 미체크
STD-MFG-056,T4,C4,재업로드 시 회차 증가+검사 자동 재실행,미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t50:131 owner_side/system=webadmin,,[상위:STD-ART-007] order-to-mes-process.md §5.3 || P1판정(260902): §5.3 · §11 4단계 미체크
STD-MFG-057,T4,C4,원고 보완 대기 중 주문상태 결제완료 유지(고객 취소권 보존),미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t50:132 owner_side/system=pitstop,,order-to-mes-process.md §5.3 마지막 문단 || P1판정(260902): §5.3 마지막 문단 — 설계만
STD-MFG-058,T4,C4,접수파일 등록(원본 그대로 사용 vs 가공 후 등록 2경로),미착수,최숙진,Y,담당맞음,최숙진,evidence-path,후니프린팅_주문프로세스_20251001.pdf p.11 §09 || P1판정(260902): auto-vs-human.md §2.2 #22 「접수파일 등록」 🧑 · §5 A-2 「MES 화면인지 신규 화면인지 미확정,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),후니프린팅_주문프로세스_20251001.pdf p.11 §09 || P1판정(260902): auto-vs-human.md §2.2 #22 「접수파일 등록」 🧑 · §5 A-2 「MES 화면인지 신규 화면인지 미확정」
STD-MFG-059,T4,C4,품목관리 디자인파일여부 Y/N 로 원본 자동 접수 처리,미실측,외부(상대측 회신 대기),Y,미정,외부(상대측 회신 대기),evidence-path,후니프린팅_주문프로세스_20251001.pdf p.11 §09 case1 || P1판정(260902): PDF p.11 §09 case1 · auto-vs-human §2.2 #24 「지금」 칸이 「—」,사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,후니프린팅_주문프로세스_20251001.pdf p.11 §09 case1 || P1판정(260902): PDF p.11 §09 case1 · auto-vs-human §2.2 #24 「지금」 칸이 「—」
STD-MFG-060,T4,C4,Edicus Prepress 랜더링 결과 접수파일 등록,미실측,외부(상대측 회신 대기),Y,미정,외부(상대측 회신 대기),merged-owner_side,"merged.csv t50:103,t50:72 owner_side/system=mes",사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,후니프린팅_주문프로세스_20251001.pdf p.11 §09 case1 · p.1 랜더링전/랜더링완료 || P1판정(260902): PDF p.11 §09 case1 · auto-vs-human §5 A-4 「랜더링 트리거 주체 색 판독 불가」
STD-MFG-061,T4,C4,접수파일 인쇄공정 파일 기준 썸네일 자동 생성,미실측,외부(상대측 회신 대기),Y,미정,외부(상대측 회신 대기),merged-owner_side,"merged.csv t50:112,t50:73 owner_side/system=mes",사내 4담당 경계 밖(외부·미정) — 이번 재판정 대상 아님,[상위:STD-ART-019] 후니프린팅_주문프로세스_20251001.pdf p.11 §09 server · p.10 §10 || P1판정(260902): PDF p.11 §09 server · auto-vs-human §5 A-3 「server 가 어느 서버인가 미확인」
STD-MFG-062,T4,C4,AI 접수파일에 썸네일용 JPG 동반 업로드(아크릴스티커·박),미착수,최숙진,Y,담당맞음,최숙진,evidence-path,후니프린팅_주문프로세스_20251001.pdf p.11 §09 case2 || P1판정(260902): PDF p.11 §09 case2 — 현행 담당자가 JPG 동반 업로드,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),후니프린팅_주문프로세스_20251001.pdf p.11 §09 case2 || P1판정(260902): PDF p.11 §09 case2 — 현행 담당자가 JPG 동반 업로드
STD-MFG-064,T4,C4,편집기 상품 수정요청·수정완료 왕복,미착수,서희항,Y,담당맞음,서희항,merged-owner_side,merged.csv t50:104 owner_side/system=edicus,,[상위:STD-ART-023] 후니프린팅_주문프로세스_20251001.pdf p.1 case3 || P1판정(260902): auto-vs-human §2.2 #37·#38 — 편집기 수정요청/수정완료 왕복 미구현
STD-MFG-065,T4,C4,출고예정일(완료예정일) 등록,미착수,최숙진,Y,담당맞음,최숙진,evidence-path,후니프린팅_주문프로세스_20251001.pdf p.10 §10 · p.1 || P1판정(260902): auto-vs-human §2.2 #26 🧑 · §5 A-2 범위 미결,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),후니프린팅_주문프로세스_20251001.pdf p.10 §10 · p.1 || P1판정(260902): auto-vs-human §2.2 #26 🧑 · §5 A-2 범위 미결
STD-MFG-066,T4,C4,생산메모 입력,미착수,최숙진,Y,담당맞음,최숙진,evidence-path,후니프린팅_주문프로세스_20251001.pdf p.10 §10 || P1판정(260902): auto-vs-human §2.2 #27 🧑,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),후니프린팅_주문프로세스_20251001.pdf p.10 §10 || P1판정(260902): auto-vs-human §2.2 #27 🧑
STD-MFG-067,T4,C4,작업의뢰서 출력(대표썸네일·EXCEL 다운),미착수,최숙진,Y,담당맞음,최숙진,evidence-path,[상위:STD-ADO-006] 후니프린팅_주문프로세스_20251001.pdf p.4 §04 · p.11 §09 || P1판정(260902): auto-vs-human §2.2 #28 🧑(🟩) · §5 A-2 범위 미,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),[상위:STD-ADO-006] 후니프린팅_주문프로세스_20251001.pdf p.4 §04 · p.11 §09 || P1판정(260902): auto-vs-human §2.2 #28 🧑(🟩) · §5 A-2 범위 미결
STD-MFG-068,T4,C4,의뢰서 출력 시 처리표시(빨간점)·주문상태 제작중 전환,미착수,최숙진,Y,담당맞음,최숙진,evidence-path,"[상위:STD-ADO-006] 후니프린팅_주문프로세스_20251001.pdf p.10 §10 · p.11 §09 || P1판정(260902): auto-vs-human §2.2 #29·#30 — 빨간점은 🤖, 제작중",MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),"[상위:STD-ADO-006] 후니프린팅_주문프로세스_20251001.pdf p.10 §10 · p.11 §09 || P1판정(260902): auto-vs-human §2.2 #29·#30 — 빨간점은 🤖, 제작중 전환은 🧑(🟢)"
STD-MFG-069,T4,C4,거래처별 주문 EXCEL 다운(가격 제외),미착수,최숙진,Y,담당맞음,최숙진,evidence-path,[상위:STD-FIN-012] 후니프린팅_주문프로세스_20251001.pdf p.4 §04 마스터관리 || P1판정(260902): PDF p.4 §04 마스터관리 — 현행 MES 기능,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),[상위:STD-FIN-012] 후니프린팅_주문프로세스_20251001.pdf p.4 §04 마스터관리 || P1판정(260902): PDF p.4 §04 마스터관리 — 현행 MES 기능
STD-MFG-070,T4,C4,업체별 주문등록(EXCEL 등록·파일경로 선택),미착수,최숙진,Y,담당맞음,최숙진,evidence-path,[상위:STD-ORD-027] 후니프린팅_주문프로세스_20251001.pdf p.10 §10 주문관리 || P1판정(260902): PDF p.10 §10 주문관리 — 현행 수기(EXCEL),MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),[상위:STD-ORD-027] 후니프린팅_주문프로세스_20251001.pdf p.10 §10 주문관리 || P1판정(260902): PDF p.10 §10 주문관리 — 현행 수기(EXCEL)
STD-MFG-071,T4,C4,OEM 주문 IMPORT(비즈하우스·후지필름·컨티뉴),미착수,최숙진,Y,담당맞음,최숙진,merged-owner_side,"merged.csv t50:31,t50:32,t50:33 owner_side/system=mes",MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),후니프린팅_주문프로세스_20251001.pdf p.5 §05 주문확인/등록 || P1판정(260902): auto-vs-human §2.7 #83 「전부 수기」
STD-MFG-072,T4,C5,원본 AI→PDF 변환 업로드,미착수,최숙진,Y,담당맞음,최숙진,evidence-path,[상위:STD-ART-001] 후니프린팅_주문프로세스_20251001.pdf p.10 §10 || P1판정(260902): auto-vs-human §2.2 #18 🧑 ✅현행 수기,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),[상위:STD-ART-001] 후니프린팅_주문프로세스_20251001.pdf p.10 §10 || P1판정(260902): auto-vs-human §2.2 #18 🧑 ✅현행 수기
STD-MFG-073,T4,C5,인쇄파일과 칼선파일 분리하여 공정별 등록,미착수,최숙진,Y,담당맞음,최숙진,evidence-path,후니프린팅_주문프로세스_20251001.pdf p.10 §10 · p.5 §05 || P1판정(260902): auto-vs-human §2.2 #19 🧑 ✅현행 수기,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),후니프린팅_주문프로세스_20251001.pdf p.10 §10 · p.5 §05 || P1판정(260902): auto-vs-human §2.2 #19 🧑 ✅현행 수기
STD-MFG-074,T4,C5,조판(판걸이+아이마크) 파일 생성,미착수,최숙진,Y,담당맞음,최숙진,evidence-path,[상위:STD-ADO-014] 후니프린팅_주문프로세스_20251001.pdf p.10 §10 · p.5 §05 조판 || P1판정(260902): auto-vs-human §2.2 #20 🧑 ✅현행 수기(조판=판단작,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),[상위:STD-ADO-014] 후니프린팅_주문프로세스_20251001.pdf p.10 §10 · p.5 §05 조판 || P1판정(260902): auto-vs-human §2.2 #20 🧑 ✅현행 수기(조판=판단작업 T-M2)
STD-MFG-075,T4,C5,아크릴 원판 배치 조판(396x480·도수 구분·돔보),미착수,최숙진,Y,담당맞음,최숙진,evidence-path,후니프린팅_주문프로세스_20251001.pdf p.5 §05 조판 ⓛ || P1판정(260902): PDF p.5 §05 조판 ⓛ — 현행 수기,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),후니프린팅_주문프로세스_20251001.pdf p.5 §05 조판 ⓛ || P1판정(260902): PDF p.5 §05 조판 ⓛ — 현행 수기
STD-MFG-076,T4,C5,다도안 상품 판걸이·건수·수량 기준 조판,미착수,최숙진,Y,담당맞음,최숙진,evidence-path,후니프린팅_주문프로세스_20251001.pdf p.5 §05 조판 ➂ || P1판정(260902): PDF p.5 §05 조판 ➂ — 현행 수기,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),후니프린팅_주문프로세스_20251001.pdf p.5 §05 조판 ➂ || P1판정(260902): PDF p.5 §05 조판 ➂ — 현행 수기
STD-MFG-077,T4,C5,수동조판(여러 주문 취합·틴거울/아크릴/자석북마크),미착수,최숙진,Y,담당맞음,최숙진,evidence-path,후니프린팅_주문프로세스_20251001.pdf p.11 §09 수동조판 || P1판정(260902): auto-vs-human §2.2 #33 🧑 ✅현행 수기,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),후니프린팅_주문프로세스_20251001.pdf p.11 §09 수동조판 || P1판정(260902): auto-vs-human §2.2 #33 🧑 ✅현행 수기
STD-MFG-078,T4,C5,파일명 자동 RENAME 규약 적용(품목_출력사이즈_양단면_소재_거래처_고객_고유번호_수량),미착수,서희항,Y,재배정,최숙진,evidence-path,후니프린팅_주문프로세스_20251001.pdf p.6 §06 || P1판정(260902): auto-vs-human §4 G-3 「100% 파일명 수동 수정」 → 자동 RENAME 은 미구현,MES 현행 기능·생산 현장 운영 — 신규 개발이면 외부(MES 담당),후니프린팅_주문프로세스_20251001.pdf p.6 §06 || P1판정(260902): auto-vs-human §4 G-3 「100% 파일명 수동 수정」 → 자동 RENAME 은 미구현
