std_id,대분류,중분류,기능,상태,매핑legacy_id,매핑asis_id,돈여부,주문여부,근거,비고,담당,done_criteria
STD-ADP-033,운영자·상품가격,가격,가격 미산출(0원) 상품 진단 리포트,todo,P-ANCHOR-149-01;P-D5-17-01;P-DBMAP-UNDERCHARGE-01;P-DRIFT-10-01;P-DTLOPT-SWEEP-01;P-EDX-BOOK5-01;P-L2-31-01;P-MUG-193-01;P-PHOTOBOOK-D12-01;P-PHOTOCARD-024-01;P-PRICED0-6-01;P-QUOTE0-100-01;P-QUOTE0-NAMECARD-01;P-READINESS-FOLLOWUP-3-01;P-UNDER-5-01;P-UNDERCHARGE-BATCH-3-01;P-WIDGET-BLOCKED-200-01;P-ZEROQUOTE-119-01,WA-019,Y,Y,raw/webadmin/webadmin/config/urls.py:150 구성요소 사용처/중복 점검(dupcheck) — 0원 진단과는 다른 화면. 0원/미산출 리포트 화면은 urls.py 전체에 부재,R1 · L4 판정 승계 · [conflict 보존 · P-DRIFT-10-01] HANDOFF.md:24 '현재 전수 DRIFT 0.'(07-07) vs verify/last-run.json:12-15 exit 1·findings 10(07-14). 최신인 센서 실측(07-14)을 채택. · [conflict 보존 · P-PRICED0-6-01] §29 03_schedule/blocked-before-widget.md:51-53 = BLOCKED-미바인딩 vs §23 HANDOFF.md:84 = 라이브 COMMIT 완료. 시점은 §29(06-30) < §23(07-01/02)이라 §29가 stale일 가능성이 높으나 라이브 재실측 전에는 단정 불가 (gaps-t1-data.md:47-50 기록).,,
STD-ADO-001,운영자·주문운영,주문,주문 목록·검색·필터,partial,F-136;F-162;IA-136;SCOPE-136;SCOPE-162,WA-040;SB-059;SB-060,N,Y,raw/webadmin/webadmin/catalog/models.py:1043 TOrdOrders(주문등록) + raw/webadmin/webadmin/catalog/admin.py:2049 제네릭 admin 자동등록(단독PK라 등록됨) · huni-skin-shopby/src/app/(admin)/admin/page.tsx:1-8 자리표시만,R1 · L4 판정 승계,,
STD-ADO-002,운영자·주문운영,주문,주문 상세 조회(사양·파일·금액),partial,F-136;IA-136;SCOPE-136;X-FILEMETA-01;X-ORDER-SUBMIT-SPEC-01,WA-040;WA-052;SB-059,Y,Y,raw/webadmin/webadmin/catalog/models.py:1081 TOrdArtworks(주문 원고) · raw/webadmin/webadmin/catalog/artwork_promote.py:1 tmp→order 승격,R1 · L4 판정 승계,,
STD-ADO-003,운영자·주문운영,주문,주문 상태 변경(단건),partial,F-140;IA-140;SCOPE-140,WA-040,N,Y,raw/webadmin/webadmin/catalog/models.py:1070 ord_sts(주문상태) 컬럼 + 제네릭 admin 편집,R1 · L4 판정 승계,,
STD-ADO-004,운영자·주문운영,주문,주문 상태 일괄 변경,todo,F-143;IA-143;SCOPE-143,,N,Y,print-quote/04_design/ia.md §2.3 SM-A-67 · L4 사유: 일괄 변경 UI 부재 — webadmin urls.py·shopby src/app 양쪽 모두 해당 라우트 없음,R1 · L4 판정 승계,,
STD-ADO-005,운영자·주문운영,주문,상태 변경 시 고객 알림 자동발송,todo,F-140;IA-140;SCOPE-140;X-SMS-CONTRACT-01,,N,Y,print-kb/wiki/policy/order-mgmt.md#OMG-03 · L4 사유: 알림톡/SMS 서비스 계약 자체가 미체결(X-SMS-CONTRACT) — 발송 배선 이전 단계,R1 · L4 판정 승계,,
STD-ADO-006,운영자·주문운영,주문,주문서(작업지시서) 출력,todo,F-139;IA-139;SCOPE-139,,N,Y,print-quote/04_design/ia.md §2.3 SM-A-63 · L4 사유: 주문서(작업지시서) 출력 경로 부재,R1 · L4 판정 승계,,
STD-ADO-007,운영자·주문운영,주문,고객 SMS/알림톡 수동 발송,todo,F-144;IA-144;SCOPE-144;X-SMS-CONTRACT-01,,N,Y,print-quote/04_design/ia.md §2.3 SM-A-68 · L4 사유: 수동 발송 화면 부재 + 계약 미체결,R1 · L4 판정 승계,,
STD-ADO-008,운영자·주문운영,검수,파일 확인 처리(검판 판정),todo,F-137;F-160;IA-137;SCOPE-137;SCOPE-160;X-DEC-FILECHECK-01,WA-052,N,Y,print-kb/wiki/policy/order-mgmt.md#OMG-02 · L4 사유: 원고 파일 승격(WA-052)은 있으나 검판 '판정'(합격·반려·사유) 화면이 없다. 파일 검수 기준 자체도 미확정(X-DEC-FILECHECK),R1 · L4 판정 승계,,
STD-ADO-009,운영자·주문운영,검수,재업로드 요청 발송,todo,F-138;IA-138;SCOPE-138,,N,Y,print-quote/04_design/ia.md §2.3 SM-A-62 · L4 사유: 재업로드 요청 발송 경로 부재(SMS 계약 종속),R1 · L4 판정 승계,,
STD-ADO-010,운영자·주문운영,검수,검수 게이트 관리(G1 파일·G3 가공·G4 출고),new,,,N,N,print-kb/wiki/policy/order-mgmt.md#OMG-05 · L4 사유: 검수 게이트(G1 파일·G3 가공·G4 출고) 단계 관리가 기존 3개 분모 어디에도 없다. 근거출처=print-kb order-mgmt.md#OMG-05 로 ia.md 오염 아님,R1 · L4 판정 승계,,
STD-ADO-011,운영자·주문운영,검수,불량 판정·재작업 지시,new,,,N,N,print-kb/wiki/policy/operations.md#OPS-04 4단계 상태 · L4 사유: 불량 판정·재작업 지시가 기존 분모에 없다. 근거출처=print-kb operations.md#OPS-04 로 ia.md 오염 아님,R1 · L4 판정 승계,,
STD-ADO-012,운영자·주문운영,생산,인쇄 공정 상태 트래킹,todo,F-157;F-159;SCOPE-157;SCOPE-159;X-MES-SPEC-01,,Y,Y,print-kb/wiki/policy/custom-dev.md#CST-08 · L4 사유: 생산정보 전달(주문→생산BOM)은 legacy 에 있으나 MES↔Front 통신 규격 미확정(X-MES-SPEC),R1 · L4 판정 승계,,
STD-ADO-013,운영자·주문운영,생산,작업 큐/일정 배정,new,,,N,N,print-quote/04_design/ia.md §2.3 TR-PROC 워크큐 · L4 사유: 작업 큐/일정 배정이 기존 분모에 없다. ★단 근거출처가 print-quote/04_design/ia.md(TR-PROC 워크큐) — §4-1 오염 구역이라 '독립 발견'으로 세면 안 된다,R1 · L4 판정 승계,,
STD-ADO-014,운영자·주문운영,생산,판걸이/임포지션 정보 산출,partial,X-ENGINE-PANSU-01,WA-025,Y,N,raw/webadmin/webadmin/catalog/pricing.py:1 evaluate_price 안에서 판걸이수 계산(fn_calc_pansu) 사용,R1 · L4 판정 승계,,
STD-ADO-015,운영자·주문운영,생산,생산 지시 데이터 연계(JDF/XJDF),new,,,N,N,print-kb/wiki/base/prepress-file.md#BPF-004 · L4 사유: 생산 지시 데이터 연계(JDF/XJDF)가 기존 분모에 없다. 근거출처=print-kb prepress-file.md#BPF-004 로 오염 아님,R1 · L4 판정 승계 · lead 결정 5 · 후니 미채택(JDF/XJDF) · 구현 축은 STD-MFG-013(WCF),,
STD-ADO-016,운영자·주문운영,생산,바코드/라벨 출력,new,,,N,N,"print-quote/04_design/ia.md §2.3 TR-PROC-3 바코드 · L4 사유: 바코드/라벨 출력이 기존 분모에 없다. ★근거출처가 ia.md(TR-PROC-3) — 오염 구역, 독립 발견 아님",R1 · L4 판정 승계 · lead 결정 3 · 실물있음 — 생산축 STD-MFG-108·110 (바코드 스캔 입력),,
STD-ADO-017,운영자·주문운영,외주,외주 발주 등록·관리,new,,,N,N,print-kb/wiki/policy/operations.md#OPS-05 · L4 사유: 외주 발주 등록·관리가 기존 분모에 없다. 근거출처=print-kb operations.md#OPS-05 로 오염 아님,R1 · L4 판정 승계 · lead 결정 3 · 실물있음 — 생산축 STD-MFG-100·102·103 (외주 발주 세분),,
STD-ADO-018,운영자·주문운영,외주,외주 입고 전수검수 기록,new,,,N,N,print-kb/wiki/policy/operations.md#OPS-05 자체 전수검수 · L4 사유: 외주 입고 전수검수 기록이 기존 분모에 없다. 근거출처=print-kb operations.md#OPS-05 로 오염 아님,R1 · L4 판정 승계 · lead 결정 3 · 실물있음 — 생산축 STD-MFG-104 (외주 입고 검수),,
STD-ADO-019,운영자·주문운영,외주,외주 정산(월 마감),todo,F-134;IA-134;SCOPE-134,,Y,N,print-kb/wiki/policy/operations.md#OPS-05 · L4 사유: legacy 는 '굿즈 발주/정산 Excel' 까지만 있고 월마감 외주정산은 그 부분집합이 아니다 — 인접 legacy 가 있으므로 new 로 올리지 않고 todo 로 둔다,R1 · L4 판정 승계,,
STD-ADO-020,운영자·주문운영,배송,송장 등록·일괄 업로드,todo,X-CHK-DELIVERY-01,,N,N,huni-shopby/01_research/order-to-delivery-contract.md §2.1 · L4 사유: 송장 등록·일괄 업로드는 샵바이 셀러어드민 native 예상이나 연동 경로 미확인(X-CHK-DELIVERY),R1 · L4 판정 승계,,
STD-ADO-021,운영자·주문운영,배송,출고 처리·배송중 전이,todo,X-CHK-DELIVERY-01;X-DEC-CALLER-01;X-DEC-MIRROR-01,,N,Y,huni-shopby/01_research/order-to-delivery-contract.md §2.1 put-orders-delivery-ing · L4 사유: 출고 전이 호출 주체(후니 직접 vs 어드민 위임)가 미결(X-DEC-CALLER),R1 · L4 판정 승계,,
STD-ADO-022,운영자·주문운영,클레임,클레임 접수 목록·처리,todo,X-SHOPBY-CLAIM-FSM-01,,N,Y,huni-shopby/01_research/order-to-delivery-contract.md §4.4 · L4 사유: 클레임 상태머신이 미폐합(수거진행 중간상태 누락 등),R1 · L4 판정 승계,,
STD-ADO-023,운영자·주문운영,클레임,환불 실행·정산 반영,todo,X-CHK-PGTEST-01;X-PG-CONTRACT-01,SB-032,Y,Y,huni-shopby/01_research/order-to-delivery-contract.md §4.3 estimate·account · L4 사유: PG 계약 미체결로 결제수단이 ACCOUNT/NONE 뿐(SB-032 absent) — 환불 실행 경로가 성립하지 않음,R1 · L4 판정 승계,,
STD-ADO-024,운영자·주문운영,증빙,증빙서류 발급 관리,todo,F-142;F-152;IA-142;SCOPE-142;SCOPE-152;X-TAXDOC-01,SB-053,Y,Y,print-quote/04_design/ia.md §2.3 SM-A-66 · L4 사유: 고객측 증빙 화면은 정적 표 UI만(SB-053 stub)이고 발급 정책·팝빌 연동이 미결(X-TAXDOC),R1 · L4 판정 승계,,
STD-ADC-001,운영자·회원CS,회원,회원 목록·검색·상세,todo,F-123;IA-123;SCOPE-123,SB-059;SB-060,N,Y,print-quote/04_design/ia.md §2.3 SM-A-40 · L4 사유: 샵바이 셀러어드민 native 로 해결 예정(SCOPE-123 SOLVED)이나 자사 코드 근거는 0 — 자사 화면은 빈 스캐폴드,R1 · L4 판정 승계,,
STD-ADC-002,운영자·회원CS,회원,회원등급 수동 조정,todo,F-146;SCOPE-146;X-DEC-GRADE-01,,Y,N,print-kb/wiki/policy/membership-auth.md#MEM-06 · L4 사유: grade_cd ↔ 샵바이 memberGrade 매핑이 미결(X-DEC-GRADE) — 등급가가 걸려 돈 영향,R1 · L4 판정 승계,,
STD-ADC-003,운영자·회원CS,회원,탈퇴회원 관리,todo,IA-124;SCOPE-124,,N,N,print-quote/04_design/ia.md §2.3 SM-A-41 · L4 사유: 샵바이 native 예상 · 자사 코드 근거 없음,R1 · L4 판정 승계,,
STD-ADC-004,운영자·회원CS,회원,프린팅머니 수동 지급·차감,todo,F-125;IA-125;SCOPE-125;X-DEC-PRINTMONEY-01;X-MONEY-EXTKEY-01,SB-051,Y,N,print-quote/04_design/ia.md §2.3 SM-A-42 · L4 사유: 프린팅머니가 샵바이 적립금 재해석인지 별도 원장인지 미결(X-DEC-PRINTMONEY). 고객측 충전도 no-op(SB-051 stub),R1 · L4 판정 승계,,
STD-ADC-005,운영자·회원CS,쿠폰,쿠폰 생성·발행 관리,todo,F-126;IA-126;SCOPE-126,SB-049,Y,N,print-quote/04_design/ia.md §2.3 SM-A-43 · L4 사유: 고객측 쿠폰 조회/등록은 done(SB-049)이나 운영자 발행 화면 근거 없음,R1 · L4 판정 승계,,
STD-ADC-006,운영자·회원CS,쿠폰,쿠폰 등록·사용 내역 조회,todo,IA-127;IA-128;SCOPE-127;SCOPE-128,,N,N,print-quote/04_design/ia.md §2.3 SM-A-43/44/45 쿠폰관리·등록내역·사용내역 · L4 사유: 쿠폰 등록·사용 내역 운영 화면 근거 없음,R1 · L4 판정 승계,,
STD-ADC-007,운영자·회원CS,게시판,공지사항 관리,todo,IA-114;SCOPE-114,SB-054,N,N,"print-quote/04_design/ia.md §2.3 SM-A-30/31 공지·FAQ · L4 사유: 고객측 공지 조회는 done(SB-054, 샵바이 게시판)이나 운영자 등록·수정 화면은 자사 코드에 없음(셀러어드민 소관)",R1 · L4 판정 승계,,
STD-ADC-008,운영자·회원CS,게시판,FAQ 관리,todo,IA-115;SCOPE-115,SB-056,N,N,print-quote/04_design/ia.md §2.3 SM-A-30/31 공지·FAQ · L4 사유: FAQ 는 고객측 라우트조차 부재(SB-056 absent) — 운영 화면 이전 단계,R1 · L4 판정 승계,,
STD-ADC-009,운영자·회원CS,게시판,상품Q&A 답변 관리,todo,IA-119;SCOPE-119,,N,N,print-quote/04_design/ia.md §2.3 SM-A-35 · L4 사유: 상품Q&A 답변 운영 화면 근거 없음,R1 · L4 판정 승계,,
STD-ADC-010,운영자·회원CS,게시판,1:1 문의 답변 관리,todo,IA-120;SCOPE-120,SB-056,N,N,print-quote/04_design/ia.md §2.3 SM-A-36 · L4 사유: 1:1 문의는 고객측 라우트도 부재(SB-056 absent),R1 · L4 판정 승계,,
STD-ADC-011,운영자·회원CS,게시판,이용후기(리뷰) 관리·블라인드,todo,F-122;IA-122;SCOPE-122,SB-018;SB-052,N,N,print-quote/04_design/ia.md §2.3 SM-A-38 · print-kb/wiki/policy/review.md#RVW-01 · L4 사유: 고객측 리뷰 조회·작성은 done(SB-018/SB-052)이나 운영자 블라인드·관리 화면 근거 없음,R1 · L4 판정 승계,,
STD-ADC-012,운영자·회원CS,게시판,대량견적/기업상담/디자인상담 접수 관리,todo,F-116;IA-116;IA-117;IA-118;SCOPE-116;SCOPE-117;SCOPE-118,,Y,Y,print-quote/04_design/ia.md §2.3 SM-A-32 SM-A-33 SM-A-34 · L4 사유: 대량견적·기업상담·디자인상담 접수 관리 화면 근거 없음,R1 · L4 판정 승계,,
STD-ADC-013,운영자·회원CS,콘텐츠,메인/기획전 배너 관리,todo,SCOPE-155,SB-001;SB-002;SB-003,N,N,print-quote/04_design/ia.md §2.1 메인 · L4 사유: 메인 배너·BEST 큐레이션의 데이터원이 legacy mock 빈배열/정적 상수(SB-002 stub·SB-003 partial) — 운영자가 바꿀 자리가 없다,R1 · L4 판정 승계,,
STD-ADC-014,운영자·회원CS,콘텐츠,인쇄 가이드 콘텐츠 관리,done,IA-087,WA-049,N,N,raw/webadmin/webadmin/config/urls.py:72-87 가이드파일 업로드/관리 · raw/webadmin/webadmin/catalog/s3_guide.py:266-350,R1 · L4 판정 승계,,
STD-FIN-001,정산·통계,매출,월별 매출 통계,todo,IA-133;SCOPE-133,,N,N,print-quote/04_design/ia.md §2.3 SM-A-54 · L4 사유: 월별 매출 통계 화면 근거 없음(샵바이 셀러어드민 통계 소관 추정),R1 · L4 판정 승계,,
STD-FIN-002,정산·통계,매출,일별/기간별 매출 조회,new,,,N,N,"print-quote/04_design/ia.md §2.3 통계 · L4 사유: 일별/기간별 매출 조회가 기존 분모에 없다(legacy 는 월별만). ★근거출처가 ia.md — 오염 구역, 독립 발견 아님",R1 · L4 판정 승계,,
STD-FIN-003,정산·통계,매출,결제수단별 매출 집계,new,,,N,N,print-kb/wiki/policy/order-payment.md#PAY-01 결제케이스 · L4 사유: 결제수단별 매출 집계가 기존 분모에 없다. 근거출처=print-kb order-payment.md#PAY-01 로 오염 아님,R1 · L4 판정 승계,,
STD-FIN-004,정산·통계,상품,상품별 판매 통계,todo,F-129;F-130;F-131;F-132;IA-129;IA-130;IA-131;IA-132;SCOPE-129;SCOPE-130;SCOPE-131;SCOPE-132,,N,N,print-quote/04_design/ia.md §2.3 SM-A-50~53 상품통계 4종 · L4 사유: 상품통계 4종이 legacy 에 있으나 구현 근거 없음,R1 · L4 판정 승계,,
STD-FIN-005,정산·통계,상품,상품군별 매출 비중,new,,,N,N,print-quote/04_design/ia.md §2.3 상품통계 4종 · L4 사유: 상품군별 매출 비중이 기존 분모에 없다. ★근거출처가 ia.md(상품통계 4종) — 오염 구역,R1 · L4 판정 승계,,
STD-FIN-006,정산·통계,고객,회원/비회원 주문 비중,new,,,N,N,print-kb/wiki/policy/membership-auth.md#MEM-05 · L4 사유: 회원/비회원 주문 비중이 기존 분모에 없다. 근거출처=print-kb membership-auth.md#MEM-05 로 오염 아님,R1 · L4 판정 승계,,
STD-FIN-007,정산·통계,생산,공정/팀별 작업량 통계,todo,F-135;IA-135;SCOPE-135,,N,N,print-kb/wiki/policy/custom-dev.md#CST-09 · L4 사유: 제작상품 팀별통계(Excel)가 legacy 에 있으나 구현 근거 없음,R1 · L4 판정 승계,,
STD-FIN-008,정산·통계,정산,PG 정산 대사,todo,X-SETTLE-AUTH-01,,Y,Y,print-kb/wiki/policy/order-payment.md#PAY-02 · L4 사유: 샵바이 정산이 라인 salePrice/addPrice 를 권위로 쓰는지 미관측(X-SETTLE-AUTH) — 대사 설계 이전 단계,R1 · L4 판정 승계,,
STD-FIN-009,정산·통계,정산,적립금(프린팅머니) 부채 집계,todo,X-MIG-EXPIRY-01;X-MONEY-EXTKEY-01,SB-050,Y,N,print-kb/wiki/policy/mypage.md#MYP-02 · L4 사유: 고객측 포인트 잔액 조회는 done(SB-050)이나 부채 집계 화면 없음. 적립금 만료 기본값도 미명문화(X-MIG-EXPIRY),R1 · L4 판정 승계,,
STD-FIN-010,정산·통계,정산,외주 발주/정산 엑셀 산출,todo,F-134;IA-134;SCOPE-134,,Y,N,print-quote/04_design/ia.md §2.3 SM-A-55 · L4 사유: 굿즈 발주/정산 Excel 이 legacy 에 있으나 구현 근거 없음,R1 · L4 판정 승계,,
STD-FIN-011,정산·통계,정산,쿠폰/할인 사용액 집계,new,,,N,N,print-kb/wiki/policy/coupon.md#CPN-05 · L4 사유: 쿠폰/할인 사용액 집계가 기존 분모에 없다. 근거출처=print-kb coupon.md#CPN-05 로 오염 아님,R1 · L4 판정 승계,,
STD-FIN-012,정산·통계,내보내기,통계·주문 데이터 엑셀 내보내기,todo,F-134;F-135;IA-134;IA-135;SCOPE-134;SCOPE-135,,Y,N,print-quote/04_design/ia.md §2.3 SM-A-56 팀별통계 Excel · L4 사유: 엑셀 내보내기는 legacy 통계 2건에 부분 포함(1:N) — 전역 내보내기 기능으로는 미구현,R1 · L4 판정 승계,,
STD-SYS-001,시스템·플랫폼,권한,관리자 계정 등록·관리,partial,IA-094;SCOPE-094,SB-059;WA-058,N,N,SB-059 stub — huni-skin-shopby/src/app/(admin)/admin/page.tsx:1-8 (자리표시) · WA-058 partial — raw/webadmin/webadmin/catalog/admin.py:2242-2310,R1 · L4 판정 승계,,
STD-SYS-002,시스템·플랫폼,권한,역할 기반 세분 권한 제어,partial,IA-094;SCOPE-094,SB-060,N,N,SB-060 partial — huni-skin-shopby/src/proxy.ts:21-23 (ADMIN 검사 미활성 주석) · src/lib/api/hooks/use-admins.ts:20,R1 · L4 판정 승계,,
STD-SYS-003,시스템·플랫폼,권한,관리자 작업 감사로그,new,,,N,N,print-quote/04_design/ia.md §2.3 TR-SYS 감사로그 · L4 사유: new(★ia.md 오염) — 근거출처가 ia.md §2.3 TR-SYS 라 §4-1 상 독립 발견으로 신뢰 불가.,R1 · L4 판정 승계,,
STD-SYS-004,시스템·플랫폼,설정,PG 연동 설정,partial,F-074;F-080;X-DEC-NAVERPAY-01;X-PG-CONTRACT-01,SB-033;SB-032,Y,Y,SB-033 done — huni-skin-shopby/src/lib/payments/ncp-pay.ts:47-70 · src/app/api/pay-config/route.ts:8 / SB-032 absent — src/components/checkout/checkout-form.tsx:8-9 ('PG 연동은 후속 — 현재는 무통장만 동작'),R1 · L4 판정 승계,,
STD-SYS-005,시스템·플랫폼,설정,배송비 정책 설정,todo,F-150;X-DEC-SHIPPING-01,,Y,Y,print-kb/wiki/policy/shipping.md#SHIP-02 · L4 사유: 도서산간 권역 정책 미확정(1차 W7-9).,R1 · L4 판정 승계,,
STD-SYS-006,시스템·플랫폼,설정,알림(SMS/알림톡/이메일) 템플릿 설정,todo,F-138;F-144;X-SMS-CONTRACT-01,,N,Y,print-kb/wiki/policy/order-mgmt.md#OMG-03 · L4 사유: 알림 템플릿 관리 L2 무근거. 계약 선행.,R1 · L4 판정 승계,,
STD-SYS-007,시스템·플랫폼,연동,커머스 플랫폼 API 인증·토큰 관리,done,X-OPS-TOKEN-01;X-SHOPBY-IPALLOW-01,SB-061;SB-062,N,Y,SB-061 huni-skin-shopby/src/app/api/shopby/[...path]/route.ts:21-45 · SB-062 src/app/api/shop/[...path]/route.ts:27-48,R1 · L4 판정 승계,,
STD-SYS-008,시스템·플랫폼,연동,인쇄 도메인 DB ↔ 커머스 상품 동기화,partial,X-MAPPING-MASTER-01;X-SHOPBY-ASSIGN-VOLATILE-01;X-SHOPBY-HYGIENE-01;X-SIM-PRODUCT-SEMANTIC-01,WA-045;WA-046;SB-015,Y,Y,WA-045 done — raw/webadmin/webadmin/catalog/shopby_sync.py:1-30 · WA-046 done — catalog/shopby_client.py:1-50 · SB-015 partial — huni-skin-shopby/src/lib/printly/product-code-map.ts:41-49 (수동 7건만 등록),R1 · L4 판정 승계,,
STD-SYS-009,시스템·플랫폼,연동,가격 계산 결과 카트 주입 브리지,done,F-049;X-BFF-ENDPOINT-01;X-NHN-POLICY-01;X-PRICE-BRIDGE-01,SB-012;SB-025,Y,Y,SB-012 huni-skin-shopby/src/lib/api/widget-order.ts:26-35 · src/components/product/huni-widget.tsx:257-265 · SB-025 src/app/api/printly/requote/route.ts:16-50,R1 · L4 판정 승계,,
STD-SYS-010,시스템·플랫폼,연동,원고 저장소(스토리지) 연동,done,X-FILEMETA-01;X-WGTF-S3-01,WA-037;WA-052,N,Y,WA-037 raw/webadmin/webadmin/config/urls.py:250-252 · catalog/s3_artwork.py:208-280 · WA-052 catalog/artwork_promote.py:1,R1 · L4 판정 승계,,
STD-SYS-011,시스템·플랫폼,연동,디자인 에디터 외부 서비스 연동,partial,F-054;X-DEC-EDICUS-01;X-EDX-D3-01;X-EDX-D8-01;X-WGTF-EDICUS-01,WA-041;WA-047;SB-020,N,Y,WA-041 done — raw/webadmin/webadmin/config/urls.py:274-275 · catalog/edicus_lookup.py:214-260 · WA-047 done — catalog/edicus_views.py:278-674 / SB-020 stub — huni-skin-shopby/src/components/product/configurator-actions.tsx:170-176,R1 · L4 판정 승계,,
STD-SYS-012,시스템·플랫폼,연동,본인인증 서비스 연동,todo,F-007;IA-007;SCOPE-007;X-AUTH-CONTRACT-01,SB-043,N,N,SB-043 absent(grep 무결과) · L2 D-17 endpoint='(호출 지점 없음)',R1 · L4 판정 승계,,
STD-SYS-013,시스템·플랫폼,연동,우편번호/주소 검색 서비스 연동,new,,SB-028,N,N,SB-028 done — huni-skin-shopby/src/lib/daum-postcode.ts:10 · L2 D-10,R1 · L4 판정 승계,,
STD-SYS-014,시스템·플랫폼,연동,택배사 배송추적 연동,todo,X-CHK-DELIVERY-01,,N,N,huni-shopby/01_research/order-to-delivery-contract.md §2.1 deliveryCompanyType · L4 사유: 택배사 연동·송장·배송추적 경로 미확인. L2 연계서비스 18건에도 택배사 없음.,R1 · L4 판정 승계,,
STD-SYS-015,시스템·플랫폼,연동,웹 로그/전환 분석 도구 연동,new,,,N,N,[L4b보강] huni-skin-shopby/src 전역 gtag|GA4|googletagmanager|analytics grep 무결과,R1 · L4 판정 승계,,
STD-SYS-016,시스템·플랫폼,품질,주문/결제 실패 모니터링·알림,partial,X-CHK-CAPACITY-01;X-CHK-ONCALL-01,WA-055,N,N,WA-055 done — raw/webadmin/webadmin/catalog/abuse_log.py:1 · rate_alerts.py:61-75 (텔레그램 알림),R1 · L4 판정 승계,,
STD-SYS-017,시스템·플랫폼,품질,데이터 백업·복구 절차,todo,X-CHK-BACKUP-01,,N,N,print-kb/wiki/huni/load-path.md 적재 경로 안전장치 · L4 사유: DB 스냅샷·복구 리허설 미확인.,R1 · L4 판정 승계,,
STD-SYS-018,시스템·플랫폼,품질,개인정보 보관·파기 정책 적용,partial,IA-084;IA-085;SCOPE-084;SCOPE-085;X-CHK-PRIVACY-01,SB-057,N,N,SB-057 done — huni-skin-shopby/src/app/(main)/terms/page.tsx:1 · privacy/page.tsx:1 · src/lib/legal/markdown.ts:1,R1 · L4 판정 승계,,
STD-SYS-019,시스템·플랫폼,품질,반응형/모바일 대응,new,,,N,N,print-story/02_capture/order-flow-steps.md §A 위젯 높이 2130px 실측 · L4 사유: new — 반응형은 전 화면 횡단 품질축이라 화면 단위 legacy 분모에 행이 없다. 근거 print-story 실측(오염 아님). L2 가 판정하지 않아 상태 미상.,R1 · L4 판정 승계,,
STD-SYS-020,시스템·플랫폼,품질,SEO 메타·사이트맵,todo,X-CHK-SEO-01;X-PB-RISK-01,,N,N,[L4b보강] huni-skin-shopby/src 전역 sitemap|robots grep 무결과,R1 · L4 판정 승계,,
STD-SYS-021,시스템·플랫폼,품질,페이지 빌더(운영자 화면 편집),todo,X-PB-C7-01;X-PB-CLEANUP-01;X-PB-CONCEPT-01;X-PB-DESIGN-01;X-PB-DOC-01;X-PB-EMPTYVAL-01;X-PB-GATE-01;X-PB-INVENTORY-01;X-PB-OPSSIM-01;X-PB-PARTNER-BUG-01;X-PB-PARTNER-CFG-01;X-PB-PARTNER-OPT-01;X-PB-REVERIFY-01;X-PB-T4-01;X-PB-UX-01,,N,N,print-quote/04_design/ia.md §2.3 빌더 트랙 · L4 사유: 페이지빌더 게이트 NO-GO — 문서 정본 승격 불가. 15건 전부 미해소.,R1 · L4 판정 승계,,
STD-SYS-022,시스템·플랫폼,품질,구 사이트 → 신규 사이트 URL 리다이렉트,todo,X-CHK-OLDSITE-01;X-CHK-SEO-01,,N,N,print-kb/wiki/policy/membership-auth.md#MEM-01 마이그레이션 파생 · L4 사유: 구 URL 리다이렉트 맵·이전 사이트 종료 계획 미확인.,R1 · L4 판정 승계,,
STD-MFG-001,생산·공정,MES연동,주문 등록 API 수신(자사몰→우리·site_key/order_no/line_no/token),미판정,,,N,N,raw/webadmin/webadmin/config/urls.py:267 POST /api/w/v1/order/register · order-to-mes-process.md §8.0 SF-1,R3 · 코드 근거는 있으나 L2 실측 대조 안 함,,
STD-MFG-002,생산·공정,MES연동,주문 등록 멱등 처리(재시도 already:true·같은 자리 다른 사양 409),미판정,,,N,N,order-to-mes-process.md §8.0 SF-1 · §11 0단계,R3 · 문서 근거만 있음,,
STD-MFG-003,생산·공정,MES연동,결제 사양 전문 보관(t_ord_orders·서명 token 검증 후 전개),미판정,,,N,N,order-to-mes-process.md §6.5 · raw/webadmin/webadmin/catalog/models.py:1043 TOrdOrders,R3 · 코드 근거는 있으나 L2 실측 대조 안 함,,
STD-MFG-004,생산·공정,MES연동,원고 승격 tmp→order 버킷 CopyObject,미판정,,,N,N,raw/webadmin/webadmin/catalog/artwork_promote.py · order-to-mes-process.md §4-2,R3 · 문서 근거만 있음,,
STD-MFG-005,생산·공정,MES연동,승격 시 원본 실존·크기 실측 대조(head_object) fail-closed,미판정,,,N,N,artwork_promote.py:155 _promote_one · order-to-mes-process.md §4 승격 검증,R3 · 문서 근거만 있음,,
STD-MFG-006,생산·공정,MES연동,승격 실패 시 주문 보류(HOLD)+사유 기록,미판정,,,N,N,artwork_promote.py:51 ORD_HOLD · order-to-mes-process.md §11 1단계,R3 · 문서 근거만 있음,,
STD-MFG-007,생산·공정,MES연동,담당자용 보류 주문 목록 화면,미판정,,,N,N,order-to-mes-process.md §11 1단계 미체크(남음),R3 · 문서 근거만 있음,,
