row_id,data_role,track,step,title,std_ids,owner_name,target_date,effort_lb_days,week_plus_cnt,undetermined_cnt,nondev_cnt,open_rows,date_basis,evidence,check_method,prereq,status,data_owner,data_work,api_path,api_evidence,forced_by_impl,api_basis,wait_target,irreversible,note,source
STD-MFG-005,detail,T4,C5,승격 시 원본 실존·크기 실측 대조(head_object) fail-closed,STD-MFG-005,서희항,,,,,,,,artwork_promote.py:161 _promote_one · order-to-mes-process.md §4 승격 검증 || P1판정(260902): raw/webadmin/webadmin/catalog/artwork_promote.py:165 S3.head_object · :161 _promote_one,PG 승인 후 테스트 결제 1건이 t_ord_orders 에 1행 생기고 원고가 order 버킷으로 승격되면 완료.,EXT-PG,부분,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=오픈 무관 · 작업량=1일 · 소요 미합산(분류=검증),ledger-v4
STD-MFG-006,detail,T4,C5,승격 실패 시 주문 보류(HOLD)+사유 기록,STD-MFG-006,서희항,,,,,,,,artwork_promote.py:51 ORD_HOLD · order-to-mes-process.md §11 1단계 || P1판정(260902): raw/webadmin/webadmin/catalog/artwork_promote.py:51 ORD_HOLD,PG 승인 후 테스트 결제 1건이 t_ord_orders 에 1행 생기고 원고가 order 버킷으로 승격되면 완료.,EXT-PG,부분,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=오픈 무관 · 작업량=1일 · 소요 미합산(분류=검증),ledger-v4
STD-MFG-007,detail,T4,C5,담당자용 보류 주문 목록 화면,STD-MFG-007,서희항,,,,,,,,order-to-mes-process.md §11 1단계 미체크(남음) || P1판정(260902): §11 1단계 「(남음) 담당자용 보류 주문 목록 화면」 — 미체크,webadmin 에 「보류 주문」 목록이 생겨 HOLD 사유가 보이면 완료(Plan B: DB 조회).,—,미착수,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1일,ledger-v4
STD-MFG-008,detail,T4,C5,원고 키 회차(r{n}) 규약·재업로드 누적 보관,STD-MFG-008,서희항,,,,,,,,[상위:STD-ART-007] raw/webadmin/webadmin/catalog/s3_artwork.py build_order_key() · order-to-mes-process.md §4 키 규약 || P1판정(260902): raw/webadmin/webadmin/catalog/s3_artwork.py:135 build_order_key(rev=1),PG 승인 후 테스트 결제 1건이 t_ord_orders 에 1행 생기고 원고가 order 버킷으로 승격되면 완료.,EXT-PG,부분,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=오픈 무관 · 작업량=1일 · 소요 미합산(분류=검증),ledger-v4
STD-MFG-009,detail,T4,C5,MES 넘길 파일 목록 산출(t_ord_artworks 최신 회차),STD-MFG-009,서희항,,,,,,,,raw/webadmin/webadmin/catalog/models.py:1096 TOrdArtworks · artwork_promote.py:319 latest_artworks || P1판정(260902): raw/webadmin/webadmin/catalog/artwork_promote.py:319 latest_artworks · models.py:1096,PG 승인 후 테스트 결제 1건이 t_ord_orders 에 1행 생기고 원고가 order 버킷으로 승격되면 완료.,EXT-PG,부분,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=오픈 무관 · 작업량=1일 · 소요 미합산(분류=검증),ledger-v4
STD-MFG-010,detail,T4,C5,상품↔MES 품목코드(MES_ITEM_CD) 매핑 일괄 적재,STD-MFG-010,최숙진,,,,,,,,order-to-mes-process.md §11 2단계 · 라이브 실측 260902 15/269 || P1판정(260902): 입력·중복검증 UI 는 상품 편집 화면에 실재 · 라이브 실측 260902 269개 중 15개만 채움 · §11 2단계 미체크,상품정보에서 판매중 상품 240개의 MES품목코드 칸을 MES 팀이 준 코드로 채워 빈칸 0이면 완료.,EXT-MES,부분,huni,config,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=설정 · 오픈차단여부=오픈 무관 · 작업량=2-3일 · 소요 미합산(분류=설정),ledger-v4
STD-MFG-011,detail,T4,C5,MES 품목코드 중복 검증(부분 유니크·삭제상품 점유 명시),STD-MFG-011,서희항,,,,,,,,raw/webadmin/webadmin/catalog/admin.py:2710 clean_mes_item_cd || P1판정(260902): raw/webadmin/webadmin/catalog/admin.py:2710 clean_mes_item_cd (부분 유니크 ux_t_prd_products_mes_item_cd),PG 승인 후 테스트 결제 1건이 t_ord_orders 에 1행 생기고 원고가 order 버킷으로 승격되면 완료.,EXT-PG,부분,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=검증 · 오픈차단여부=오픈 무관 · 작업량=1일 · 소요 미합산(분류=검증),ledger-v4
STD-MFG-012,detail,T4,C5,MES 품목코드 매핑 현황 목록 노출,STD-MFG-012,서희항,,,,,,,,order-to-mes-process.md §11 2단계 「목록에는 빠져 있어 현황 파악이 어려움」 || P1판정(260902): §11 2단계 「목록에는 빠져 있어 현황 파악이 어려움」,상품정보 목록에 MES품목코드 열/필터가 보이면 완료.,—,미착수,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=반일,ledger-v4
STD-MFG-013,detail,T4,C5,MES-1 주문 접수 전송(WCF·주문헤더+제작사양 전문+원고 목록+handoff_id),STD-MFG-013,서희항,,,,,,,,order-to-mes-process.md §8.3 MES-1 || P1판정(260902): §11 2단계 미체크 · webadmin 전수 grep 'MES_SENT|mes_send|api_mes' 0건(260902),"Plan B: 오픈 초기 MES 등록은 담당자가 수기(case5)로 하고, 이 항목은 오픈 후 일정으로 기록하면 완료.",EXT-MES,미착수,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-014,detail,T4,C5,MES 중복 전송 방지 도장,STD-MFG-014,서희항,,,,,,,,order-to-mes-process.md §11 2단계 || P1판정(260902): §11 2단계 「중복 전송 방지 도장」 미체크 · 코드 0건,"Plan B: 오픈 초기 MES 등록은 담당자가 수기(case5)로 하고, 이 항목은 오픈 후 일정으로 기록하면 완료.",EXT-MES,미착수,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-015,detail,T4,C5,MES-2 주문 취소 통보(생산중지 요청),STD-MFG-015,서희항,,,,,,,,order-to-mes-process.md §8.3 MES-2 || P1판정(260902): §8.3 MES-2 · 코드 0건,"Plan B: 오픈 초기 MES 등록은 담당자가 수기(case5)로 하고, 이 항목은 오픈 후 일정으로 기록하면 완료.",EXT-MES,미착수,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-016,detail,T4,C5,MES-3 원고 교체 통보(회차 증가 시 새 키 전달),STD-MFG-016,서희항,,,,,,,,[상위:STD-ART-028] order-to-mes-process.md §8.3 MES-3 || P1판정(260902): §8.3 MES-3 · 코드 0건,"Plan B: 오픈 초기 MES 등록은 담당자가 수기(case5)로 하고, 이 항목은 오픈 후 일정으로 기록하면 완료.",EXT-MES,미착수,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-017,detail,T4,C5,MES-4 배송지·수령자 변경 통보(출고 전 한정),STD-MFG-017,서희항,,,,,,,,[상위:STD-SHP-015] order-to-mes-process.md §8.3 MES-4 || P1판정(260902): §8.3 MES-4 · 코드 0건,"Plan B: 오픈 초기 MES 등록은 담당자가 수기(case5)로 하고, 이 항목은 오픈 후 일정으로 기록하면 완료.",EXT-MES,미착수,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-018,detail,T4,C5,MES-5 주문 조회 재동기화,STD-MFG-018,서희항,,,,,,,,order-to-mes-process.md §8.3 MES-5 || P1판정(260902): §8.3 MES-5 · 코드 0건,"Plan B: 오픈 초기 MES 등록은 담당자가 수기(case5)로 하고, 이 항목은 오픈 후 일정으로 기록하면 완료.",EXT-MES,미착수,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-019,detail,T4,C5,MES→우리 API 인증(VPC 사설 경로+API 키·인터넷 미개방),STD-MFG-019,서희항,,,,,,,,order-to-mes-process.md §8.4 인증·경로 · aws-architecture-huni.pdf p.11 §6 || P1판정(260902): §11 2단계 「우리가 제공할 API 4종 정의서」 미작성 · 코드 0건,"Plan B: 오픈 초기 MES 등록은 담당자가 수기(case5)로 하고, 이 항목은 오픈 후 일정으로 기록하면 완료.",EXT-MES,미착수,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-020,detail,T4,C5,주문 큐 비동기 처리(SQS 디커플·MES 다운 중에도 접수 지속),STD-MFG-020,서희항,,,,,,,,aws-architecture-huni.pdf p.7 §3.2 || P1판정(260902): aws-architecture-huni.pdf p.7 §3.2 설계만 · SQS 코드 0건,"Plan B: 오픈 초기 MES 등록은 담당자가 수기(case5)로 하고, 이 항목은 오픈 후 일정으로 기록하면 완료.",EXT-MES,미착수,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-021,detail,T4,C5,실패 재시도·DLQ·처리 실패 주문 관리자 화면,STD-MFG-021,서희항,,,,,,,,[상위:STD-SYS-016] order-to-mes-process.md §9.4 · aws-architecture-huni.pdf p.7 §3.2 || P1판정(260902): §11 5단계 미체크 · DLQ 코드 0건,"Plan B: 오픈 초기 MES 등록은 담당자가 수기(case5)로 하고, 이 항목은 오픈 후 일정으로 기록하면 완료.",EXT-MES,미착수,huni,dev,none,샵바이 비경유,,C5 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-022,detail,T4,C7,주문 상태머신(REGISTERED/PROMOTING/PROMOTED/HOLD/PAID/FILE_CHECK/FILE_HOLD/MES_SENT/IN_PRODUCTION/PRODUCED/SHIPPED/DONE/CANCELED),STD-MFG-022,서희항,,,,,,,,order-to-mes-process.md §6.2 · artwork_promote.py:49-52 || P1판정(260902): raw/webadmin/webadmin/catalog/artwork_promote.py:49-52 (REGISTERED/PROMOTING/PROMOTED/HOLD 4종 실재) · models.py:1070 ord_sts · §11 2단계 「주문 상태머신」 미체크,주문 1건이 REGISTERED→PROMOTED→PAID 까지 상태가 바뀌면 1차 완료(Plan B 범위).,STD-MFG-136;EXT-MES,부분,huni,dev,none,샵바이 비경유,,C7 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-023,detail,T4,C7,상태 단위=주문상품옵션(orderProductOptionNo)·주문 단위는 롤업,STD-MFG-023,서희항,,,,,,,,"order-to-mes-process.md §6.3 || P1판정(260902): raw/webadmin/webadmin/catalog/models.py:1078 shop_line_no · :1093 unique_together(site_cd,shop_ord_no,shop_line_no)",두 줄 주문에서 한 줄만 완료여도 주문 상태가 롤업 규칙대로 표시되면 완료.,—,부분,huni,dev,none,샵바이 비경유,,C7 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=2-3일,ledger-v4
STD-MFG-024,detail,T4,C7,3시스템 매핑 테이블(handoff_id·orderNo+orderProductOptionNo·MES 작업번호),STD-MFG-024,서희항,,,,,,,,order-to-mes-process.md §6.4 || P1판정(260902): raw/webadmin/webadmin/catalog/models.py:1043 TOrdOrders(handoff·shop_ord_no·shop_line_no 보유),t_ord_orders 에 MES 작업번호 칸이 생기면 완료.,EXT-MES,부분,huni,dev,none,샵바이 비경유,,C7 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1일,ledger-v4
STD-MFG-025,detail,T4,C7,FR-1 MES 주문 상태 변경 통보 수신(접수완료/생산대기/생산중/생산완료),STD-MFG-025,서희항,,,,,,,,order-to-mes-process.md §8.4 FR-1 || P1판정(260902): §8.4 FR-1 · 코드 0건,Plan B: 상태 변경·송장 등록을 셀러어드민에서 수기로 하기로 기록하면 완료(자동화는 오픈 후).,EXT-MES;EXT-NHN;STD-MFG-136,미착수,huni,dev,none,샵바이 비경유,,C7 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-026,detail,T4,C7,접수완료 시 취소 잠금 원자적 전환(cancelable CAS),STD-MFG-026,서희항,,,,,,,,order-to-mes-process.md §7.3 || P1판정(260902): §7.3 취소 경합 CAS · §11 2단계 미체크 · 코드 0건,Plan B: 상태 변경·송장 등록을 셀러어드민에서 수기로 하기로 기록하면 완료(자동화는 오픈 후).,EXT-MES;EXT-NHN;STD-MFG-136,미착수,huni,dev,none,샵바이 비경유,,C7 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-027,detail,T4,C7,TO-2 샵바이 상품준비중 전환(취소 창구 닫기),STD-MFG-027,서희항,,,,,,,,order-to-mes-process.md §8.2 TO-2 PUT /orders/prepare-product || P1판정(260902): §8.2 TO-2 · §11 3단계 미체크 · 코드 0건,Plan B: 상태 변경·송장 등록을 셀러어드민에서 수기로 하기로 기록하면 완료(자동화는 오픈 후).,EXT-MES;EXT-NHN;STD-MFG-136,미착수,huni,dev,server-api,order-server-public.endpoints.json PUT /orders/change-status/by-shipping-no,,C7∈구간집합 · 규칙 /상품준비중|배송준비중|배송중|샵바이 상태|상태 반영/,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-028,detail,T4,C7,FR-2 MES 송장번호 등록 수신,STD-MFG-028,서희항,,,,,,,,[상위:STD-SHP-012] order-to-mes-process.md §8.4 FR-2 || P1판정(260902): §8.4 FR-2 · 코드 0건,Plan B: 상태 변경·송장 등록을 셀러어드민에서 수기로 하기로 기록하면 완료(자동화는 오픈 후).,EXT-MES;EXT-NHN;STD-MFG-136,미착수,huni,dev,server-api,order-server-public.endpoints.json PUT /orders/update-invoices,,C7∈구간집합 · 규칙 /송장/,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-029,detail,T4,C7,TO-3 샵바이 배송처리(송장 등록·정정),STD-MFG-029,서희항,,,,,,,,order-to-mes-process.md §8.2 TO-3 || P1판정(260902): §8.2 TO-3 · §11 3단계 미체크 · 코드 0건,Plan B: 상태 변경·송장 등록을 셀러어드민에서 수기로 하기로 기록하면 완료(자동화는 오픈 후).,EXT-MES;EXT-NHN;STD-MFG-136,미착수,huni,dev,server-api,order-server-public.endpoints.json PUT /orders/update-invoices,,C7∈구간집합 · 규칙 /송장/,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-030,detail,T4,C7,우리가 올린 상태변경 웹훅 메아리 필터(무한루프 방지),STD-MFG-030,서희항,,,,,,,,order-to-mes-process.md §8.1 SB-2 분기표 || P1판정(260902): §8.1 SB-2 분기표 설계만 · 코드 0건,Plan B: 상태 변경·송장 등록을 셀러어드민에서 수기로 하기로 기록하면 완료(자동화는 오픈 후).,EXT-MES;EXT-NHN;STD-MFG-136,미착수,huni,dev,none,샵바이 비경유,,C7 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-031,detail,T4,C7,FR-3 MES 발 주문 취소 요청 수신→샵바이 취소·환불(TO-4),STD-MFG-031,서희항,,,,,,,,order-to-mes-process.md §8.4 FR-3 · §7.2 게이트③ || P1판정(260902): §8.4 FR-3 · §8.2 TO-4 · 코드 0건,Plan B: 상태 변경·송장 등록을 셀러어드민에서 수기로 하기로 기록하면 완료(자동화는 오픈 후).,EXT-MES;EXT-NHN;STD-MFG-136,미착수,huni,dev,none,샵바이 비경유,,C7 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-032,detail,T4,C7,FR-5 취소요청 승인·거부 수신→샵바이 클레임 처리(TO-5),STD-MFG-032,서희항,,,,,,,,[상위:STD-CLM-013] order-to-mes-process.md §8.4 FR-5 · §8.2 TO-5 || P1판정(260902): §8.4 FR-5 · §8.2 TO-5 · §11 5단계 미체크 · 코드 0건,Plan B: 상태 변경·송장 등록을 셀러어드민에서 수기로 하기로 기록하면 완료(자동화는 오픈 후).,EXT-MES;EXT-NHN;STD-MFG-136,미착수,huni,dev,none,샵바이 비경유,,C7 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-033,detail,T4,C7,생산 시작 후 도착한 취소는 자동 처리하지 않고 담당자 에스컬레이션,STD-MFG-033,서희항,,,,,,,,order-to-mes-process.md §7.3 원칙 2·3 || P1판정(260902): §7.3 원칙 2·3 설계만 · 코드 0건,Plan B: 상태 변경·송장 등록을 셀러어드민에서 수기로 하기로 기록하면 완료(자동화는 오픈 후).,EXT-MES;EXT-NHN;STD-MFG-136,미착수,huni,dev,none,샵바이 비경유,,C7 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-034,detail,T4,C7,FR-7 주문 메모 기록→샵바이 업무 메시지 동기화(TO-6),STD-MFG-034,서희항,,,,,,,,order-to-mes-process.md §8.4 FR-7 · §8.2 TO-6 || P1판정(260902): §8.4 FR-7 · §8.2 TO-6 · §11 5단계 미체크 · 코드 0건,Plan B: 상태 변경·송장 등록을 셀러어드민에서 수기로 하기로 기록하면 완료(자동화는 오픈 후).,EXT-MES;EXT-NHN;STD-MFG-136,미착수,huni,dev,none,샵바이 비경유,,C7 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-035,detail,T4,C7,MES 화면 신규 버튼(취소·재업로드 요청·취소요청 승인거부)+사유 입력,STD-MFG-035,외부(상대측 회신 대기),,,,,,,,[상위:STD-ADO-009] order-to-mes-process.md §8.4 「MES 쪽 화면 작업(신규)」 || P1판정(260902): §8.4 「MES 쪽 화면 작업(신규)」 — MES WinForms 신규 개발,MES 벤더가 화면 3종 개발 일정을 회신하면 완료.,EXT-MES,미착수,ext,wait,none,샵바이 비경유(외부 벤더 대기),,ext,외부(상대측 회신 대기),,분류=이슈 · 오픈차단여부=오픈 무관 · 작업량=1주+ · 소요 미합산(분류=이슈),ledger-v4
STD-MFG-036,detail,T4,C4,원고 바이러스 온디맨드 명시 스캔,STD-MFG-036,서희항,,,,,,,,raw/webadmin/docs/artwork-scan-integration.md 해법 || P1판정(260902): §11 4단계 「바이러스 검사 연결」 미체크 · artwork-scan-integration.md 설계만,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-037,detail,T4,C4,바이러스 검사 3중 교차 판정(스캔결과·탐지기록·파일존재해시),STD-MFG-037,서희항,,,,,,,,artwork-scan-integration.md ③ 결과 3가지 교차 확인 || P1판정(260902): artwork-scan-integration.md ③ 설계만 · 코드 0건,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-038,detail,T4,C4,시그니처 신선도 확인·오래되면 보류,STD-MFG-038,서희항,,,,,,,,artwork-scan-integration.md 시그니처 신선도 || P1판정(260902): artwork-scan-integration.md 시그니처 신선도 — 설계만,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-039,detail,T4,C4,스캔 실패·타임아웃은 통과가 아니라 보류(재시도 큐),STD-MFG-039,서희항,,,,,,,,artwork-scan-integration.md ⚠ 주의 3 || P1판정(260902): artwork-scan-integration.md ⚠주의 3 — 설계만,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-040,detail,T4,C4,감염 파일 격리+담당자 알림+고객 재업로드 요청,STD-MFG-040,서희항,,,,,,,,[상위:STD-ART-018] artwork-scan-integration.md n8n 배치 초안 || P1판정(260902): artwork-scan-integration.md n8n 배치 초안 — 설계만,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-044,detail,T4,C4,폰트 미포함 검사,STD-MFG-044,서희항,,,,,,,,[구분:STD-ART-012] order-to-mes-process.md §5.2 A목록 || P1판정(260902): §5.2 A목록 · §11 4단계 미체크,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-046,detail,T4,C4,페이지 수와 주문 사양 대조,STD-MFG-046,서희항,,,,,,,,order-to-mes-process.md §5.2 A목록 || P1판정(260902): §5.2 A목록 · §11 4단계 미체크,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-048,detail,T4,C4,파일 열림·손상·암호 걸림 검사,STD-MFG-048,서희항,,,,,,,,[상위:STD-ART-008] order-to-mes-process.md §5.2 A목록 || P1판정(260902): §5.2 A목록 · §11 4단계 미체크,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-049,detail,T4,C4,판정 3갈래 분기(자동 재업로드 요청·담당자 검수·담당자 발 요청),STD-MFG-049,서희항,,,,,,,,[상위:STD-ART-017] order-to-mes-process.md §5.2 표 || P1판정(260902): §5.2 3갈래 표 — 설계만 · §11 4단계 미체크,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-050,detail,T4,C4,자동 발송 오류 목록 관리(좁게 유지·담당자와 확정),STD-MFG-050,최숙진,,,,,,,,order-to-mes-process.md §5.2 · §12-6 || P1판정(260902): §5.2 · §12-6 「접수담당자와 최종 확정」 — 목록 확정이 먼저,자동 재업로드 요청 대상 오류 목록(A목록)을 접수담당자가 확정해 문서로 남기면 완료.,—,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=이슈 · 오픈차단여부=오픈 무관 · 작업량=반일 · 소요 미합산(분류=이슈),ledger-v4
STD-MFG-051,detail,T4,C4,FR-6 프리플라이트 재실행 요청 수신,STD-MFG-051,서희항,,,,,,,,order-to-mes-process.md §8.4 FR-6 || P1판정(260902): §8.4 FR-6 · 코드 0건,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-052,detail,T4,C4,검사 감사기록 보관(검사시각·엔진시그니처버전·판정·탐지명·파일해시·PitStop 리포트),STD-MFG-052,서희항,,,,,,,,artwork-scan-integration.md 감사 기록으로 남길 것 || P1판정(260902): artwork-scan-integration.md 감사 기록 — 설계만 · 그릇 없음,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-053,detail,T4,C4,검사 없이 PitStop 투입 경로 차단(코드상 부재 보장),STD-MFG-053,서희항,,,,,,,,artwork-scan-integration.md 작업 폴더 정책 || P1판정(260902): artwork-scan-integration.md 작업 폴더 정책 — 설계만,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-054,detail,T4,C4,FR-4 재업로드 요청 수신→서명 1회성 링크 발급(주문·항목·구성원 바인딩·7일),STD-MFG-054,서희항,,,,,,,,[상위:STD-ART-018] order-to-mes-process.md §5.3 · §8.4 FR-4 || P1판정(260902): §5.3 · §8.4 FR-4 · §11 4단계 미체크,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-055,detail,T4,C4,재업로드 화면(위젯 업로드 컴포넌트 재사용·대상 파일 지정),STD-MFG-055,서희항,,,,,,,,[상위:STD-ART-007] order-to-mes-process.md §5.3 || P1판정(260902): §5.3 재업로드 화면 · §11 4단계 미체크,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
STD-MFG-056,detail,T4,C4,재업로드 시 회차 증가+검사 자동 재실행,STD-MFG-056,서희항,,,,,,,,[상위:STD-ART-007] order-to-mes-process.md §5.3 || P1판정(260902): §5.3 · §11 4단계 미체크,"Plan B: 파일확인을 담당자 눈으로 하고, 자동검사는 오픈 후 항목으로 기록하면 완료.",EXT-PITSTOP;STD-ART-016,미착수,huni,dev,none,샵바이 비경유,,C4 · 매칭 규칙 없음,,,분류=개발 · 오픈차단여부=오픈 무관 · 작업량=1주+,ledger-v4
